"index","name","extension","size"
"351","Data\Levels\FinalAlbion\Darkwood_Filler_02.tng",".tng","12"
"352","Data\Levels\FinalAlbion\Darkwood_Filler_03.lev",".lev","306045"
"353","Data\Levels\FinalAlbion\Darkwood_Filler_03.tng",".tng","12"
"354","Data\Levels\FinalAlbion\Darkwood_Filler_04.lev",".lev","373341"
"355","Data\Levels\FinalAlbion\Darkwood_Filler_04.tng",".tng","12"
"356","Data\Levels\FinalAlbion\Darkwood_Filler_05.lev",".lev","193661"
"357","Data\Levels\FinalAlbion\Darkwood_Filler_05.tng",".tng","12"
"358","Data\Levels\FinalAlbion\Darkwood_Filler_06.lev",".lev","306045"
"359","Data\Levels\FinalAlbion\Darkwood_Filler_06.tng",".tng","12"
"360","Data\Levels\FinalAlbion\Darkwood_Filler_07.lev",".lev","306045"
"361","Data\Levels\FinalAlbion\Darkwood_Filler_07.tng",".tng","12"
"362","Data\Levels\FinalAlbion\Darkwood_Filler_08.lev",".lev","125639"
"363","Data\Levels\FinalAlbion\Darkwood_Filler_08.tng",".tng","12"
"364","Data\Levels\FinalAlbion\Darkwood_Filler_09.lev",".lev","284338"
"365","Data\Levels\FinalAlbion\Darkwood_Filler_09.tng",".tng","12"
"366","Data\Levels\FinalAlbion\Darkwood_Filler_10.lev",".lev","238695"
"367","Data\Levels\FinalAlbion\Darkwood_Filler_10.tng",".tng","12"
"368","Data\Levels\FinalAlbion\Darkwood_Filler_11.lev",".lev","238695"
"369","Data\Levels\FinalAlbion\Darkwood_Filler_11.tng",".tng","12"
"370","Data\Levels\FinalAlbion\Darkwood_Filler_12.lev",".lev","238695"
"371","Data\Levels\FinalAlbion\Darkwood_Filler_12.tng",".tng","12"
"372","Data\Levels\FinalAlbion\Darkwood_Filler_13.lev",".lev","193607"
"373","Data\Levels\FinalAlbion\Darkwood_Filler_13.tng",".tng","12"
"374","Data\Levels\FinalAlbion\Darkwood_Filler_14.lev",".lev","194333"
"375","Data\Levels\FinalAlbion\Darkwood_Filler_14.tng",".tng","12"
"376","Data\Levels\FinalAlbion\Darkwood_Filler_15.lev",".lev","306045"
"377","Data\Levels\FinalAlbion\Darkwood_Filler_15.tng",".tng","12"
"378","Data\Levels\FinalAlbion\Darkwood_Filler_16.lev",".lev","283837"
"379","Data\Levels\FinalAlbion\Darkwood_Filler_16.tng",".tng","12"
"380","Data\Levels\FinalAlbion\Darkwood_Filler_17.lev",".lev","373341"
"381","Data\Levels\FinalAlbion\Darkwood_Filler_17.tng",".tng","12"
"382","Data\Levels\FinalAlbion\Darkwood_Filler_18.lev",".lev","306045"
"383","Data\Levels\FinalAlbion\Darkwood_Filler_18.tng",".tng","12"
"384","Data\Levels\FinalAlbion\Darkwood_Filler_19.lev",".lev","238749"
"385","Data\Levels\FinalAlbion\Darkwood_Filler_19.tng",".tng","12"
"386","Data\Levels\FinalAlbion\Darkwood_Filler_20.lev",".lev","305991"
"387","Data\Levels\FinalAlbion\Darkwood_Filler_20.tng",".tng","12"
"388","Data\Levels\FinalAlbion\Darkwood_Filler_21.lev",".lev","238695"
"389","Data\Levels\FinalAlbion\Darkwood_Filler_21.tng",".tng","12"
"390","Data\Levels\FinalAlbion\Darkwood_Filler_22.lev",".lev","194279"
"391","Data\Levels\FinalAlbion\Darkwood_Filler_22.tng",".tng","12"
"392","Data\Levels\FinalAlbion\Darkwood_Filler_23.lev",".lev","305991"
"393","Data\Levels\FinalAlbion\Darkwood_Filler_23.tng",".tng","12"
"394","Data\Levels\FinalAlbion\Darkwood_Filler_24.lev",".lev","305991"
"395","Data\Levels\FinalAlbion\Darkwood_Filler_24.tng",".tng","12"
"396","Data\Levels\FinalAlbion\Darkwood_Filler_25.lev",".lev","373680"
"397","Data\Levels\FinalAlbion\Darkwood_Filler_25.tng",".tng","12"
"398","Data\Levels\FinalAlbion\Darkwood_Filler_26.lev",".lev","373680"
"399","Data\Levels\FinalAlbion\Darkwood_Filler_26.tng",".tng","12"
"400","Data\Levels\FinalAlbion\Darkwood_Filler_27.lev",".lev","306384"
"401","Data\Levels\FinalAlbion\Darkwood_Filler_27.tng",".tng","12"
"402","Data\Levels\FinalAlbion\Darkwood_Filler_28.lev",".lev","125639"
"403","Data\Levels\FinalAlbion\Darkwood_Filler_28.tng",".tng","12"
"404","Data\Levels\FinalAlbion\StartOakValeWest.lev",".lev","1545850"
"405","Data\Levels\FinalAlbion\StartOakValeWest.tng",".tng","576997"
"406","Data\Levels\FinalAlbion\StartOakValeEast.lev",".lev","451313"
"407","Data\Levels\FinalAlbion\StartOakValeEast.tng",".tng","64738"
"408","Data\Levels\FinalAlbion\StartOakvaleMemorialGarden.lev",".lev","306489"
"409","Data\Levels\FinalAlbion\StartOakvaleMemorialGarden.tng",".tng","12"
"410","Data\Levels\FinalAlbion\Witchwood_Leadout_01.lev",".lev","126137"
"411","Data\Levels\FinalAlbion\Witchwood_Leadout_01.tng",".tng","12"
"412","Data\Levels\FinalAlbion\Witchwood_Filler_26.lev",".lev","149074"
"413","Data\Levels\FinalAlbion\Witchwood_Filler_26.tng",".tng","12"
"414","Data\Levels\FinalAlbion\Witchwood_Filler_25.lev",".lev","171954"
"415","Data\Levels\FinalAlbion\Witchwood_Filler_25.tng",".tng","12"
"416","Data\Levels\FinalAlbion\Darkwood_Filler_29.lev",".lev","238695"
"417","Data\Levels\FinalAlbion\Darkwood_Filler_29.tng",".tng","12"
"418","Data\Levels\FinalAlbion\Darkwood_Filler_30.lev",".lev","238695"
"419","Data\Levels\FinalAlbion\Darkwood_Filler_30.tng",".tng","12"
"420","Data\Levels\FinalAlbion\KnotholeGlade_Leadout_01.lev",".lev","178160"
"421","Data\Levels\FinalAlbion\KnotholeGlade_Leadout_01.tng",".tng","994"
"422","Data\Levels\FinalAlbion\KnotholeGlade_Leadout_02.lev",".lev","156223"
"423","Data\Levels\FinalAlbion\KnotholeGlade_Leadout_02.tng",".tng","994"
"424","Data\Levels\FinalAlbion\Witchwood_Filler_27.lev",".lev","664400"
"425","Data\Levels\FinalAlbion\Witchwood_Filler_27.tng",".tng","12"
"426","Data\Levels\FinalAlbion\KnotholeGlade_Filler_03.lev",".lev","710322"
"427","Data\Levels\FinalAlbion\KnotholeGlade_Filler_03.tng",".tng","12"
"428","Data\Levels\FinalAlbion\Witchwood_Filler_28.lev",".lev","284176"
"429","Data\Levels\FinalAlbion\Witchwood_Filler_28.tng",".tng","12"
"430","Data\Levels\FinalAlbion\Witchwood_Filler_29.lev",".lev","239138"
"431","Data\Levels\FinalAlbion\Witchwood_Filler_29.tng",".tng","12"
"432","Data\Levels\FinalAlbion\Witchwood_Leadout_08.lev",".lev","149074"
"433","Data\Levels\FinalAlbion\Witchwood_Leadout_08.tng",".tng","12"
"434","Data\Levels\FinalAlbion\Arena_Leadout_01.lev",".lev","148962"
"435","Data\Levels\FinalAlbion\Arena_Leadout_01.tng",".tng","12"
"436","Data\Levels\FinalAlbion\Arena_Filler_02.lev",".lev","284226"
"437","Data\Levels\FinalAlbion\Arena_Filler_02.tng",".tng","12"
"438","Data\Levels\FinalAlbion\Arena_Filler_01.lev",".lev","171345"
"439","Data\Levels\FinalAlbion\Arena_Filler_01.tng",".tng","12"
"440","Data\Levels\FinalAlbion\Darkwood_Filler_31.lev",".lev","306045"
"441","Data\Levels\FinalAlbion\Darkwood_Filler_31.tng",".tng","12"
"442","Data\Levels\FinalAlbion\BarrowFields_Filler_07.lev",".lev","283837"
"443","Data\Levels\FinalAlbion\BarrowFields_Filler_07.tng",".tng","12"
"444","Data\Levels\FinalAlbion\Greatwood_Filler_01.lev",".lev","440529"
"445","Data\Levels\FinalAlbion\Greatwood_Filler_01.tng",".tng","12"
"446","Data\Levels\FinalAlbion\Greatwood_Filler_02.lev",".lev","373842"
"447","Data\Levels\FinalAlbion\Greatwood_Filler_02.tng",".tng","12"
"448","Data\Levels\FinalAlbion\Greatwood_Filler_03.lev",".lev","126194"
"449","Data\Levels\FinalAlbion\Greatwood_Filler_03.tng",".tng","12"
"450","Data\Levels\FinalAlbion\Greatwood_Filler_04.lev",".lev","329314"
"451","Data\Levels\FinalAlbion\Greatwood_Filler_04.tng",".tng","12"
"452","Data\Levels\FinalAlbion\Greatwood_Filler_05.lev",".lev","283729"
"453","Data\Levels\FinalAlbion\Greatwood_Filler_05.tng",".tng","12"
"454","Data\Levels\FinalAlbion\Greatwood_Filler_06.lev",".lev","193553"
"455","Data\Levels\FinalAlbion\Greatwood_Filler_06.tng",".tng","12"
"456","Data\Levels\FinalAlbion\Greatwood_Filler_07.lev",".lev","283729"
"457","Data\Levels\FinalAlbion\Greatwood_Filler_07.tng",".tng","12"
"458","Data\Levels\FinalAlbion\Greatwood_Filler_08.lev",".lev","283729"
"459","Data\Levels\FinalAlbion\Greatwood_Filler_08.tng",".tng","12"
"460","Data\Levels\FinalAlbion\Greatwood_Filler_09.lev",".lev","374402"
"461","Data\Levels\FinalAlbion\Greatwood_Filler_09.tng",".tng","12"
"462","Data\Levels\FinalAlbion\OrchardFarm_Filler_01.lev",".lev","374402"
"463","Data\Levels\FinalAlbion\OrchardFarm_Filler_01.tng",".tng","12"
"464","Data\Levels\FinalAlbion\OrchardFarm_Filler_02.lev",".lev","464578"
"465","Data\Levels\FinalAlbion\OrchardFarm_Filler_02.tng",".tng","12"
"466","Data\Levels\FinalAlbion\Witchwood_Filler_30.lev",".lev","306546"
"467","Data\Levels\FinalAlbion\Witchwood_Filler_30.tng",".tng","12"
"468","Data\Levels\FinalAlbion\Witchwood_Filler_31.lev",".lev","149074"
"469","Data\Levels\FinalAlbion\Witchwood_Filler_31.tng",".tng","12"
"470","Data\Levels\FinalAlbion\Bowerstone_Filler_01.lev",".lev","552850"
"471","Data\Levels\FinalAlbion\Bowerstone_Filler_01.tng",".tng","12"
"472","Data\Levels\FinalAlbion\Bowerstone_Filler_02.lev",".lev","441138"
"473","Data\Levels\FinalAlbion\Bowerstone_Filler_02.tng",".tng","12"
"474","Data\Levels\FinalAlbion\Bowerstone_Filler_03.lev",".lev","441138"
"475","Data\Levels\FinalAlbion\Bowerstone_Filler_03.tng",".tng","12"
"476","Data\Levels\FinalAlbion\Bowerstone_Filler_04.lev",".lev","441138"
"477","Data\Levels\FinalAlbion\Bowerstone_Filler_04.tng",".tng","12"
"478","Data\Levels\FinalAlbion\Bowerstone_Filler_05.lev",".lev","776274"
"479","Data\Levels\FinalAlbion\Bowerstone_Filler_05.tng",".tng","12"
"480","Data\Levels\FinalAlbion\LookoutPoint_Filler_01.lev",".lev","552850"
"481","Data\Levels\FinalAlbion\LookoutPoint_Filler_01.tng",".tng","12"
"482","Data\Levels\FinalAlbion\LookoutPoint_Filler_04.lev",".lev","463346"
"483","Data\Levels\FinalAlbion\LookoutPoint_Filler_04.tng",".tng","12"
"484","Data\Levels\FinalAlbion\Hookcoast_Filler_01.lev",".lev","821250"
"485","Data\Levels\FinalAlbion\Hookcoast_Filler_01.tng",".tng","12"
"486","Data\Levels\FinalAlbion\Hookcoast_Filler_02.lev",".lev","999586"
"487","Data\Levels\FinalAlbion\Hookcoast_Filler_02.tng",".tng","12"
"488","Data\Levels\FinalAlbion\LookoutPoint_Filler_05.lev",".lev","508434"
"489","Data\Levels\FinalAlbion\LookoutPoint_Filler_05.tng",".tng","12"
"490","Data\Levels\FinalAlbion\LookoutPoint_Filler_02.lev",".lev","284338"
"491","Data\Levels\FinalAlbion\LookoutPoint_Filler_02.tng",".tng","12"
"492","Data\Levels\FinalAlbion\LookoutPoint_Filler_03.lev",".lev","373842"
"493","Data\Levels\FinalAlbion\LookoutPoint_Filler_03.tng",".tng","12"
"494","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_01.lev",".lev","463346"
"495","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_01.tng",".tng","12"
"496","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_02.lev",".lev","463346"
"497","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_02.tng",".tng","12"
"498","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_03.lev",".lev","776274"
"499","Data\Levels\FinalAlbion\BowerstoneSlums_Filler_03.tng",".tng","12"
"500","Data\Levels\FinalAlbion\DragonCliff_02.lev",".lev","535161"
"501","Data\Levels\FinalAlbion\DragonCliff_02.tng",".tng","108535"
"502","Data\Levels\FinalAlbion\LookoutPoint_Filler_06.lev",".lev","552850"
"503","Data\Levels\FinalAlbion\LookoutPoint_Filler_06.tng",".tng","12"
"504","Data\Levels\FinalAlbion\DesertedFarm_Leadout_01.lev",".lev","194777"
"505","Data\Levels\FinalAlbion\DesertedFarm_Leadout_01.tng",".tng","12"
"506","Data\Levels\FinalAlbion\GibbetWoods_Leadout_01.lev",".lev","194442"
"507","Data\Levels\FinalAlbion\GibbetWoods_Leadout_01.tng",".tng","12"
"508","Data\Levels\FinalAlbion\Bowerstone_Filler_06.lev",".lev","642354"
"509","Data\Levels\FinalAlbion\Bowerstone_Filler_06.tng",".tng","12"
"510","Data\Levels\FinalAlbion\BowerstoneJail_Filler_01.lev",".lev","552241"
"511","Data\Levels\FinalAlbion\BowerstoneJail_Filler_01.tng",".tng","12"
"512","Data\Levels\FinalAlbion\BowerstoneJail_Filler_02.lev",".lev","440529"
"513","Data\Levels\FinalAlbion\BowerstoneJail_Filler_02.tng",".tng","12"
"514","Data\Levels\FinalAlbion\DesertedFarm_Filler_01.lev",".lev","507825"
"515","Data\Levels\FinalAlbion\DesertedFarm_Filler_01.tng",".tng","12"
"516","Data\Levels\FinalAlbion\DesertedFarm_Filler_02.lev",".lev","507825"
"517","Data\Levels\FinalAlbion\DesertedFarm_Filler_02.tng",".tng","12"
"518","Data\Levels\FinalAlbion\ExecutionTree_Filler_01.lev",".lev","462737"
"519","Data\Levels\FinalAlbion\ExecutionTree_Filler_01.tng",".tng","12"
"520","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath.lev",".lev","198904"
"521","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath.tng",".tng","7708"
"522","Data\Levels\FinalAlbion\DemonDoor_Barrowfields.lev",".lev","201662"
"523","Data\Levels\FinalAlbion\DemonDoor_Barrowfields.tng",".tng","33087"
"524","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp.lev",".lev","202459"
"525","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp.tng",".tng","17491"
"526","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditToll.lev",".lev","239431"
"527","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditToll.tng",".tng","30332"
"528","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves.lev",".lev","196693"
"529","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves.tng",".tng","29330"
"530","Data\Levels\FinalAlbion\DemonDoor_GreatwoodGrannysHouse.lev",".lev","213522"
"531","Data\Levels\FinalAlbion\DemonDoor_GreatwoodGrannysHouse.tng",".tng","15344"
"532","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse.lev",".lev","202599"
"533","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse.tng",".tng","23362"
"534","Data\Levels\FinalAlbion\DemonDoor_Guild.lev",".lev","200280"
"535","Data\Levels\FinalAlbion\DemonDoor_Guild.tng",".tng","13343"
"536","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade.lev",".lev","205579"
"537","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade.tng",".tng","10646"
"538","Data\Levels\FinalAlbion\HeroGuild_Filler_01.lev",".lev","508272"
"539","Data\Levels\FinalAlbion\HeroGuild_Filler_01.tng",".tng","12"
"540","Data\Levels\FinalAlbion\HeroGuild_Filler_02.lev",".lev","148912"
"541","Data\Levels\FinalAlbion\HeroGuild_Filler_02.tng",".tng","12"
"542","Data\Levels\FinalAlbion\HeroGuild_Filler_03.lev",".lev","463184"
"543","Data\Levels\FinalAlbion\HeroGuild_Filler_03.tng",".tng","12"
"544","Data\Levels\FinalAlbion\HookCoast_Filler_03.lev",".lev","979258"
"545","Data\Levels\FinalAlbion\HookCoast_Filler_03.tng",".tng","12"
"546","Data\Levels\FinalAlbion\DesertedFarm_Filler_03.lev",".lev","641745"
"547","Data\Levels\FinalAlbion\DesertedFarm_Filler_03.tng",".tng","12"
"548","Data\Levels\FinalAlbion\HeroGuild_Filler_04.lev",".lev","239088"
"549","Data\Levels\FinalAlbion\HeroGuild_Filler_04.tng",".tng","12"
"550","Data\Levels\FinalAlbion\HeroGuild_Filler_05.lev",".lev","373680"
"551","Data\Levels\FinalAlbion\HeroGuild_Filler_05.tng",".tng","12"
"552","Data\Levels\FinalAlbion\PrisonSecretPassageExterior_Filler_01.lev",".lev","283729"
"553","Data\Levels\FinalAlbion\PrisonSecretPassageExterior_Filler_01.tng",".tng","12"
"554","Data\Levels\FinalAlbion\HeroGuild_Filler_06.lev",".lev","306384"
"555","Data\Levels\FinalAlbion\HeroGuild_Filler_06.tng",".tng","12"
"556","Data\Levels\FinalAlbion\PrisonPath_Leadout_01.lev",".lev","171473"
"557","Data\Levels\FinalAlbion\PrisonPath_Leadout_01.tng",".tng","12"
"558","Data\Levels\FinalAlbion\HauntedHouse_Filler_02.lev",".lev","194225"
"559","Data\Levels\FinalAlbion\HauntedHouse_Filler_02.tng",".tng","12"
"560","Data\Levels\FinalAlbion\GraveyardFiller03.lev",".lev","238940"
"561","Data\Levels\FinalAlbion\GraveyardFiller03.tng",".tng","12"
"562","Data\Levels\FinalAlbion\ExecutionTree_Filler_02.lev",".lev","283729"
"563","Data\Levels\FinalAlbion\ExecutionTree_Filler_02.tng",".tng","12"
"564","Data\Levels\FinalAlbion\Darkwood_Filler_32.lev",".lev","373287"
"565","Data\Levels\FinalAlbion\Darkwood_Filler_32.tng",".tng","12"
"566","Data\Levels\FinalAlbion\BanditCampPath_Filler_12.lev",".lev","283759"
"567","Data\Levels\FinalAlbion\BanditCampPath_Filler_12.tng",".tng","12"
"568","Data\Levels\FinalAlbion\StartOakVale_Filler_02.lev",".lev","552369"
"569","Data\Levels\FinalAlbion\StartOakVale_Filler_02.tng",".tng","12"
"570","Data\Levels\FinalAlbion\StartOakVale_Sea_01.lev",".lev","373361"
"571","Data\Levels\FinalAlbion\StartOakVale_Sea_01.tng",".tng","12"
"572","Data\Levels\FinalAlbion\StartOakVale_Sea_02.lev",".lev","373361"
"573","Data\Levels\FinalAlbion\StartOakVale_Sea_02.tng",".tng","12"
"574","Data\Levels\FinalAlbion\StartOakVale_Sea_03.lev",".lev","373361"
"575","Data\Levels\FinalAlbion\StartOakVale_Sea_03.tng",".tng","12"
"576","Data\Levels\FinalAlbion\StartOakVale_Filler_03.lev",".lev","171473"
"577","Data\Levels\FinalAlbion\StartOakVale_Filler_03.tng",".tng","12"
"578","Data\Levels\FinalAlbion\StartOakVale_Sea_04.lev",".lev","440657"
"579","Data\Levels\FinalAlbion\StartOakVale_Sea_04.tng",".tng","12"
"580","Data\Levels\FinalAlbion\StartOakVale_Filler_04.lev",".lev","238769"
"581","Data\Levels\FinalAlbion\StartOakVale_Filler_04.tng",".tng","12"
"582","Data\Levels\FinalAlbion\StartOakVale_Filler_01.lev",".lev","508186"
"583","Data\Levels\FinalAlbion\StartOakVale_Filler_01.tng",".tng","12"
"584","Data\Levels\FinalAlbion\StartOakVale_Filler_05.lev",".lev","374033"
"585","Data\Levels\FinalAlbion\StartOakVale_Filler_05.tng",".tng","12"
"586","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_01.lev",".lev","283946"
"587","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_01.tng",".tng","12"
"588","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_02.lev",".lev","283946"
"589","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_02.tng",".tng","12"
"590","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_03.lev",".lev","283946"
"591","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_03.tng",".tng","12"
"592","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_04.lev",".lev","283946"
"593","Data\Levels\FinalAlbion\DemonDoor_BanditCampPath_Filler_04.tng",".tng","12"
"594","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_01.lev",".lev","284090"
"595","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_01.tng",".tng","12"
"596","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_02.lev",".lev","284090"
"597","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_02.tng",".tng","12"
"598","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_03.lev",".lev","284090"
"599","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_03.tng",".tng","12"
"600","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_04.lev",".lev","284090"
"601","Data\Levels\FinalAlbion\DemonDoor_Barrowfields_Filler_04.tng",".tng","12"
"602","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_01.lev",".lev","284090"
"603","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_01.tng",".tng","12"
"604","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_02.lev",".lev","284090"
"605","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_02.tng",".tng","12"
"606","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_03.lev",".lev","284090"
"607","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_03.tng",".tng","12"
"608","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_04.lev",".lev","284090"
"609","Data\Levels\FinalAlbion\DemonDoor_HauntedHouse_Filler_04.tng",".tng","12"
"610","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_01.lev",".lev","284176"
"611","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_01.tng",".tng","12"
"612","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_02.lev",".lev","284176"
"613","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_02.tng",".tng","12"
"614","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_03.lev",".lev","284176"
"615","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_03.tng",".tng","12"
"616","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_04.lev",".lev","284176"
"617","Data\Levels\FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_04.tng",".tng","12"
"618","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_01.lev",".lev","284224"
"619","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_01.tng",".tng","2521"
"620","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_02.lev",".lev","284176"
"621","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_02.tng",".tng","12"
"622","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_03.lev",".lev","284176"
"623","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_03.tng",".tng","12"
"624","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_04.lev",".lev","284224"
"625","Data\Levels\FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_04.tng",".tng","5549"
"626","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_01.lev",".lev","284090"
"627","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_01.tng",".tng","12"
"628","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_02.lev",".lev","284090"
"629","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_02.tng",".tng","12"
"630","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_03.lev",".lev","284090"
"631","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_03.tng",".tng","12"
"632","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_04.lev",".lev","284090"
"633","Data\Levels\FinalAlbion\DemonDoor_GreatwoodCaves_Filler_04.tng",".tng","12"
"634","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_01.lev",".lev","284090"
"635","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_01.tng",".tng","12"
"636","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_02.lev",".lev","284090"
"637","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_02.tng",".tng","12"
"638","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_03.lev",".lev","284090"
"639","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_03.tng",".tng","12"
"640","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_04.lev",".lev","284138"
"641","Data\Levels\FinalAlbion\DemonDoor_KnotholeGlade_Filler_04.tng",".tng","545"
"642","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_01.lev",".lev","284176"
"643","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_01.tng",".tng","12"
"644","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_02.lev",".lev","284176"
"645","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_02.tng",".tng","12"
"646","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_03.lev",".lev","284176"
"647","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_03.tng",".tng","12"
"648","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_04.lev",".lev","284176"
"649","Data\Levels\FinalAlbion\DemonDoor_Guild_Filler_04.tng",".tng","12"
"650","Data\Levels\creature_hub.lev",".lev","134275"
"651","Data\Levels\creature_hub.tng",".tng","50322"
"652","Data\Levels\FinalAlbion\PrisonPathFiller02.lev",".lev","193661"
"653","Data\Levels\FinalAlbion\PrisonPathFiller02.tng",".tng","12"
"654","Data\Levels\FinalAlbion\DesertedFarm_Filler_04.lev",".lev","238641"
"655","Data\Levels\FinalAlbion\DesertedFarm_Filler_04.tng",".tng","12"
"656","Data\Levels\FinalAlbion\LookoutPoint_Filler_07.lev",".lev","463346"
"657","Data\Levels\FinalAlbion\LookoutPoint_Filler_07.tng",".tng","12"
"658","Data\Levels\FinalAlbion\HobbeCaveNymphFocal.lev",".lev","400250"
"659","Data\Levels\FinalAlbion\HobbeCaveNymphFocal.tng",".tng","75506"
"660","Data\Levels\FinalAlbion\GraveyardPathFiller04.lev",".lev","239088"
"661","Data\Levels\FinalAlbion\GraveyardPathFiller04.tng",".tng","12"
"662","Data\Levels\FinalAlbion\BanditCampPath_Filler_13.lev",".lev","777185"
"663","Data\Levels\FinalAlbion\BanditCampPath_Filler_13.tng",".tng","552"
"664","Data\Levels\FinalAlbion\HookCoast_Sea_01.lev",".lev","373730"
"665","Data\Levels\FinalAlbion\HookCoast_Sea_01.tng",".tng","12"
"666","Data\Levels\FinalAlbion\HookCoast_Sea_02.lev",".lev","373730"
"667","Data\Levels\FinalAlbion\HookCoast_Sea_02.tng",".tng","12"
"668","Data\Levels\FinalAlbion\Witchwood_Filler_07.lev",".lev","373842"
"669","Data\Levels\FinalAlbion\Witchwood_Filler_07.tng",".tng","12"
"670","Data\Levels\FinalAlbion\OakValeWest_v2.lev",".lev","1660006"
"671","Data\Levels\FinalAlbion\OakValeWest_v2.tng",".tng","554296"
"672","Data\Levels\FinalAlbion\OakValeEast_v2.lev",".lev","897866"
"673","Data\Levels\FinalAlbion\OakValeEast_v2.tng",".tng","319745"
