"id","x","y","level_name","level_script_name","uid","is_sea","loaded_on_proximity"
"243","640","4096","FinalAlbion\Hookcoast_Filler_01.lev","Hookcoast_Filler_01","2459031","FALSE","FALSE"
"244","928","4096","FinalAlbion\Hookcoast_Filler_02.lev","Hookcoast_Filler_02","3510107","FALSE","FALSE"
"245","3360","3680","FinalAlbion\LookoutPoint_Filler_05.lev","LookoutPoint_Filler_05","2059007","FALSE","FALSE"
"246","3168","3872","FinalAlbion\LookoutPoint_Filler_02.lev","LookoutPoint_Filler_02","1537481","FALSE","FALSE"
"247","3232","3872","FinalAlbion\LookoutPoint_Filler_03.lev","LookoutPoint_Filler_03","3112819","FALSE","FALSE"
"248","2880","4000","FinalAlbion\BowerstoneSlums_Filler_01.lev","BowerstoneSlums_Filler_01","2066888","FALSE","FALSE"
"249","3040","3872","FinalAlbion\BowerstoneSlums_Filler_02.lev","BowerstoneSlums_Filler_02","1020775","FALSE","FALSE"
"250","2880","3808","FinalAlbion\BowerstoneSlums_Filler_03.lev","BowerstoneSlums_Filler_03","2596101","FALSE","FALSE"
"251","1408","7904","FinalAlbion\DragonCliff_02.lev","DragonCliff_02","744209","FALSE","TRUE"
"252","3040","3744","FinalAlbion\LookoutPoint_Filler_06.lev","LookoutPoint_Filler_06","44383","FALSE","FALSE"
"253","3168","4608","FinalAlbion\DesertedFarm_Leadout_01.lev","DesertedFarm_Leadout_01","3863187","FALSE","FALSE"
"254","3168","4640","FinalAlbion\GibbetWoods_Leadout_01.lev","GibbetWoods_Leadout_01","2351284","FALSE","FALSE"
"255","2880","4128","FinalAlbion\Bowerstone_Filler_06.lev","Bowerstone_Filler_06","258484","FALSE","FALSE"
"256","3072","4320","FinalAlbion\BowerstoneJail_Filler_01.lev","BowerstoneJail_Filler_01","3409039","FALSE","FALSE"
"257","3360","4320","FinalAlbion\BowerstoneJail_Filler_02.lev","BowerstoneJail_Filler_02","1314385","FALSE","FALSE"
"258","3072","4480","FinalAlbion\DesertedFarm_Filler_01.lev","DesertedFarm_Filler_01","3939498","FALSE","FALSE"
"259","3296","4480","FinalAlbion\DesertedFarm_Filler_02.lev","DesertedFarm_Filler_02","2369173","FALSE","FALSE"
"260","2976","4672","FinalAlbion\ExecutionTree_Filler_01.lev","ExecutionTree_Filler_01","799382","FALSE","FALSE"
"261","2080","1504","FinalAlbion\DemonDoor_BanditCampPath.lev","DemonDoor_BanditCampPath","2380914","FALSE","TRUE"
"262","2976","1728","FinalAlbion\DemonDoor_Barrowfields.lev","DemonDoor_Barrowfields","810632","FALSE","TRUE"
"263","3392","2528","FinalAlbion\DemonDoor_DarkwoodSporeSwamp.lev","DemonDoor_DarkwoodSporeSwamp","288848","FALSE","TRUE"
"264","3328","2944","FinalAlbion\DemonDoor_GreatwoodBanditToll.lev","DemonDoor_GreatwoodBanditToll","1864332","FALSE","TRUE"
"265","3552","2880","FinalAlbion\DemonDoor_GreatwoodCaves.lev","DemonDoor_GreatwoodCaves","1866878","FALSE","TRUE"
"266","3328","2752","FinalAlbion\DemonDoor_GreatwoodGrannysHouse.lev","DemonDoor_GreatwoodGrannysHouse","1869399","FALSE","TRUE"
"267","3008","1952","FinalAlbion\DemonDoor_HauntedHouse.lev","DemonDoor_HauntedHouse","1872059","FALSE","TRUE"
"268","4864","3392","FinalAlbion\DemonDoor_Guild.lev","DemonDoor_Guild","1350731","FALSE","TRUE"
"269","1952","3136","FinalAlbion\DemonDoor_KnotholeGlade.lev","DemonDoor_KnotholeGlade","1353322","FALSE","TRUE"
"270","4608","3776","FinalAlbion\HeroGuild_Filler_01.lev","HeroGuild_Filler_01","889166","FALSE","FALSE"
"271","4576","3776","FinalAlbion\HeroGuild_Filler_02.lev","HeroGuild_Filler_02","4052149","FALSE","FALSE"
"272","4704","3776","FinalAlbion\HeroGuild_Filler_03.lev","HeroGuild_Filler_03","389680","FALSE","FALSE"
"273","640","4352","FinalAlbion\HookCoast_Filler_03.lev","DragonCliff_Filler_01","261744","FALSE","FALSE"
"274","2944","4320","FinalAlbion\DesertedFarm_Filler_03.lev","DesertedFarm_Filler_03","2573756","FALSE","TRUE"
"275","4672","3488","FinalAlbion\HeroGuild_Filler_04.lev","HeroGuild_Filler_04","727368","FALSE","FALSE"
"276","4832","3744","FinalAlbion\HeroGuild_Filler_05.lev","HeroGuild_Filler_05","900795","FALSE","FALSE"
"277","3520","6112","FinalAlbion\PrisonSecretPassageExterior_Filler_01.lev","PrisonSecretPassageExterior_Filler_01","545623","FALSE","FALSE"
"278","4832","3552","FinalAlbion\HeroGuild_Filler_06.lev","HeroGuild_Filler_06","3207161","FALSE","FALSE"
"279","3392","5088","FinalAlbion\PrisonPath_Leadout_01.lev","PrisonPath_Leadout_01","3779512","FALSE","TRUE"
"280","2912","2112","FinalAlbion\HauntedHouse_Filler_02.lev","HauntedHouse_Filler_02","3800741","FALSE","FALSE"
"281","3104","4896","FinalAlbion\GraveyardFiller03.lev","GraveyardFiller03","2801755","FALSE","FALSE"
"282","2912","4672","FinalAlbion\ExecutionTree_Filler_02.lev","ExecutionTree_Filler_02","2209401","FALSE","FALSE"
"283","2816","2752","FinalAlbion\Darkwood_Filler_32.lev","Darkwood_Filler_32","3971706","FALSE","FALSE"
"284","2304","2368","FinalAlbion\BanditCampPath_Filler_12.lev","BanditCampPath_Filler_12","1889627","FALSE","FALSE"
"285","3456","960","FinalAlbion\StartOakVale_Filler_02.lev","StartOakVale_Filler_02","339054","FALSE","TRUE"
"286","3264","736","FinalAlbion\StartOakVale_Sea_01.lev","StartOakVale_Sea_01","1994326","FALSE","TRUE"
"287","3264","640","FinalAlbion\StartOakVale_Sea_02.lev","StartOakVale_Sea_02","3045661","FALSE","TRUE"
"288","3392","640","FinalAlbion\StartOakVale_Sea_03.lev","StartOakVale_Sea_03","426810","FALSE","TRUE"
"289","3584","736","FinalAlbion\StartOakVale_Filler_03.lev","StartOakVale_Filler_03","2531087","FALSE","TRUE"
"290","3520","640","FinalAlbion\StartOakVale_Sea_04.lev","StartOakVale_Sea_04","3583628","FALSE","TRUE"
"291","3264","864","FinalAlbion\StartOakVale_Filler_04.lev","StartOakVale_Filler_04","2022271","FALSE","TRUE"
"292","3360","736","FinalAlbion\StartOakVale_Filler_01.lev","StartOakVale_Filler_01","4139187","FALSE","TRUE"
"293","3392","928","FinalAlbion\StartOakVale_Filler_05.lev","StartOakVale_Filler_05","4141925","FALSE","TRUE"
"294","2080","1568","FinalAlbion\DemonDoor_BanditCampPath_Filler_01.lev","DemonDoor_BanditCampPath_Filler_01","1563135","FALSE","FALSE"
"295","2144","1440","FinalAlbion\DemonDoor_BanditCampPath_Filler_02.lev","DemonDoor_BanditCampPath_Filler_02","2090824","FALSE","FALSE"
"296","2016","1440","FinalAlbion\DemonDoor_BanditCampPath_Filler_03.lev","DemonDoor_BanditCampPath_Filler_03","2093485","FALSE","FALSE"
"297","2016","1504","FinalAlbion\DemonDoor_BanditCampPath_Filler_04.lev","DemonDoor_BanditCampPath_Filler_04","4193258","FALSE","FALSE"
"298","2976","1792","FinalAlbion\DemonDoor_Barrowfields_Filler_01.lev","DemonDoor_Barrowfields_Filler_01","2155650","FALSE","FALSE"
"299","3040","1664","FinalAlbion\DemonDoor_Barrowfields_Filler_02.lev","DemonDoor_Barrowfields_Filler_02","2158245","FALSE","FALSE"
"300","2912","1664","FinalAlbion\DemonDoor_Barrowfields_Filler_03.lev","DemonDoor_Barrowfields_Filler_03","2160842","FALSE","FALSE"
"301","2912","1728","FinalAlbion\DemonDoor_Barrowfields_Filler_04.lev","DemonDoor_Barrowfields_Filler_04","3736418","FALSE","FALSE"
"302","3008","2016","FinalAlbion\DemonDoor_HauntedHouse_Filler_01.lev","DemonDoor_HauntedHouse_Filler_01","3740267","FALSE","FALSE"
"303","3072","1888","FinalAlbion\DemonDoor_HauntedHouse_Filler_02.lev","DemonDoor_HauntedHouse_Filler_02","1645708","FALSE","FALSE"
"304","2944","1888","FinalAlbion\DemonDoor_HauntedHouse_Filler_03.lev","DemonDoor_HauntedHouse_Filler_03","75494","FALSE","FALSE"
"305","2944","1952","FinalAlbion\DemonDoor_HauntedHouse_Filler_04.lev","DemonDoor_HauntedHouse_Filler_04","2699550","FALSE","FALSE"
"306","3392","2592","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_01.lev","DemonDoor_DarkwoodSporeSwamp_Filler_01","3244447","FALSE","FALSE"
"307","3456","2464","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_02.lev","DemonDoor_DarkwoodSporeSwamp_Filler_02","3771424","FALSE","FALSE"
"308","3328","2464","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_03.lev","DemonDoor_DarkwoodSporeSwamp_Filler_03","104063","FALSE","FALSE"
"309","3328","2528","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_04.lev","DemonDoor_DarkwoodSporeSwamp_Filler_04","3252426","FALSE","FALSE"
"310","3328","3008","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_01.lev","DemonDoor_GreatwoodBanditTol_Filler_01","120775","FALSE","TRUE"
"311","3392","2880","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_02.lev","DemonDoor_GreatwoodBanditTol_Filler_02","647706","FALSE","FALSE"
"312","3264","2880","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_03.lev","DemonDoor_GreatwoodBanditTol_Filler_03","1698956","FALSE","FALSE"
"313","3264","2944","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_04.lev","DemonDoor_GreatwoodBanditTol_Filler_04","128817","FALSE","TRUE"
"314","3552","2944","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_01.lev","DemonDoor_GreatwoodCaves_Filler_01","2753057","FALSE","FALSE"
"315","3616","2816","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_02.lev","DemonDoor_GreatwoodCaves_Filler_02","1182858","FALSE","FALSE"
"316","3488","2816","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_03.lev","DemonDoor_GreatwoodCaves_Filler_03","2234299","FALSE","FALSE"
"317","3488","2880","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_04.lev","DemonDoor_GreatwoodCaves_Filler_04","2236999","FALSE","FALSE"
"318","1952","3200","FinalAlbion\DemonDoor_KnotholeGlade_Filler_01.lev","DemonDoor_KnotholeGlade_Filler_01","1717611","FALSE","FALSE"
"319","2016","3072","FinalAlbion\DemonDoor_KnotholeGlade_Filler_02.lev","DemonDoor_KnotholeGlade_Filler_02","671709","FALSE","FALSE"
"320","1888","3072","FinalAlbion\DemonDoor_KnotholeGlade_Filler_03.lev","DemonDoor_KnotholeGlade_Filler_03","2771564","FALSE","FALSE"
"321","1888","3136","FinalAlbion\DemonDoor_KnotholeGlade_Filler_04.lev","DemonDoor_KnotholeGlade_Filler_04","152836","FALSE","FALSE"
"322","4864","3456","FinalAlbion\DemonDoor_Guild_Filler_01.lev","DemonDoor_Guild_Filler_01","2778435","FALSE","FALSE"
"323","4928","3328","FinalAlbion\DemonDoor_Guild_Filler_02.lev","DemonDoor_Guild_Filler_02","683956","FALSE","FALSE"
"324","4800","3328","FinalAlbion\DemonDoor_Guild_Filler_03.lev","DemonDoor_Guild_Filler_03","2259502","FALSE","FALSE"
"325","4800","3392","FinalAlbion\DemonDoor_Guild_Filler_04.lev","DemonDoor_Guild_Filler_04","165036","FALSE","FALSE"
"326","4736","5184","creature_hub.lev","creature_hub","1087494","FALSE","TRUE"
"327","3360","5184","FinalAlbion\PrisonPathFiller02.lev","PrisonPathFiller02","3374855","FALSE","TRUE"
"328","2880","4320","FinalAlbion\DesertedFarm_Filler_04.lev","DesertedFarm_Filler_04","265918","FALSE","TRUE"
"329","3456","3680","FinalAlbion\LookoutPoint_Filler_07.lev","LookoutPoint_Filler_07","1023512","FALSE","FALSE"
"330","5024","3168","FinalAlbion\HobbeCaveNymphFocal.lev","HobbeCaveNymphFocal","2268481","FALSE","TRUE"
"331","3200","4896","FinalAlbion\GraveyardPathFiller04.lev","GraveyardPathFiller04","3780682","FALSE","TRUE"
"332","1952","1952","FinalAlbion\BanditCampPath_Filler_13.lev","BanditCampPath_Filler_13","2393660","FALSE","FALSE"
"333","704","4000","FinalAlbion\HookCoast_Sea_01.lev","HookCoast_Sea_01","1205858","FALSE","FALSE"
"334","832","4000","FinalAlbion\HookCoast_Sea_02.lev","HookCoast_Sea_02","2781693","FALSE","FALSE"
"335","1696","3520","FinalAlbion\Witchwood_Filler_07.lev","Witchwood_Filler_07","1761916","FALSE","TRUE"
"336","2464","1856","FinalAlbion\OakValeWest_v2.lev","OakVale_Filler_01_v2","248011","FALSE","TRUE"
"337","2592","1888","FinalAlbion\OakValeEast_v2.lev","OakValeWest_v2","784602","FALSE","TRUE"
"338","2560","1504","FinalAlbion\OakvaleMemorialGarden_v2.lev","OakvaleMemorialGarden_v2","2245098","FALSE","TRUE"
"339","3744","4224","FinalAlbion\BowerstoneSlums_v2.lev","BowerstoneSlums_v2","1458889","FALSE","TRUE"
"340","2592","2048","FinalAlbion\OakvaleFiller_07.lev","OakvaleFiller_07","1921587","FALSE","FALSE"
"341","640","7552","FinalAlbion\SnowspireVillage.lev","SnowspireVillage","1867142","FALSE","TRUE"
"342","864","7584","FinalAlbion\NorthernWastes3.lev","NorthernWastes3","2480994","FALSE","TRUE"
"343","32","7392","FinalAlbion\NorthernWastes2.lev","NorthernWastes2","2483879","FALSE","TRUE"
"344","992","6848","FinalAlbion\NorthernWastes1.lev","NorthernWastes1","914183","TRUE","TRUE"
"345","320","6688","FinalAlbion\LostBay.lev","LostBay","917073","FALSE","TRUE"
"346","352","6848","FinalAlbion\LostBay_Leadout_01.lev","LostBay_Leadout_01","572840","TRUE","TRUE"
"347","928","6880","FinalAlbion\NorthernWastes1_Leadout_01.lev","NorthernWastes1_Leadout_01","78721","TRUE","TRUE"
"348","960","7776","FinalAlbion\NorthernWastes3_Leadout_03.lev","NorthernWastes3_Leadout_03","2728310","FALSE","TRUE"
"349","896","7552","FinalAlbion\NorthernWastes3_Leadout_01.lev","NorthernWastes3_Leadout_01","1158346","FALSE","TRUE"
"350","832","7648","FinalAlbion\NorthernWastes3_Leadout_02.lev","NorthernWastes3_Leadout_02","112922","FALSE","TRUE"
"351","3296","2016","FinalAlbion\Bordello.lev","Bordello","1322681","FALSE","TRUE"
"352","3584","3488","FinalAlbion\DemonDoor_LookoutPoint.lev","DemonDoor_LookoutPoint","1480002","FALSE","TRUE"
"353","3232","2016","FinalAlbion\Bordello_Filler_04.lev","Bordello_Filler_04","1416834","FALSE","FALSE"
"354","3232","1920","FinalAlbion\Bordello_Filler_01.lev","Bordello_Filler_01","3575449","FALSE","FALSE"
"355","3392","2016","FinalAlbion\Bordello_Filler_02.lev","Bordello_Filler_02","4102629","FALSE","FALSE"
"356","3232","2080","FinalAlbion\Bordello_Filler_03.lev","Bordello_Filler_03","2008338","FALSE","FALSE"
"357","224","6624","FinalAlbion\LostBay_Filler_01.lev","LostBay_Filler_01","1030569","TRUE","FALSE"
"358","416","6624","FinalAlbion\LostBay_Filler_02.lev","LostBay_Filler_02","3654875","FALSE","FALSE"
"359","928","6912","FinalAlbion\NorthernWastes1_Filler_01.lev","NorthernWastes1_Filler_01","2085732","FALSE","FALSE"
"360","384","6848","FinalAlbion\LostBay_Filler_03.lev","LostBay_Filler_03","563759","FALSE","FALSE"
"361","224","6848","FinalAlbion\LostBay_Filler_04.lev","LostBay_Filler_04","3188292","FALSE","FALSE"
"362","352","6880","FinalAlbion\LostBay_Filler_05.lev","LostBay_Filler_05","2142674","FALSE","FALSE"
"363","864","7040","FinalAlbion\NorthernWastes1_Filler_02.lev","NorthernWastes1_Filler_02","1621466","FALSE","FALSE"
"364","1088","6848","FinalAlbion\NorthernWastes1_Filler_03.lev","NorthernWastes1_Filler_03","2673312","FALSE","FALSE"
"365","1088","7008","FinalAlbion\NorthernWastes1_Filler_04.lev","NorthernWastes1_Filler_04","1104253","FALSE","FALSE"
"366","320","6592","FinalAlbion\LostBay_Filler_06.lev","LostBay_Filler_06","2725711","TRUE","TRUE"
"367","832","7680","FinalAlbion\NorthernWastes3_Filler_01.lev","NorthernWastes3_Filler_01","2952445","FALSE","FALSE"
"368","832","7584","FinalAlbion\NorthernWastes3_Filler_02.lev","NorthernWastes3_Filler_02","3479606","FALSE","FALSE"
"369","832","7776","FinalAlbion\NorthernWastes3_Filler_03.lev","NorthernWastes3_Filler_03","4006925","FALSE","FALSE"
"370","832","7552","FinalAlbion\NorthernWastes3_Filler_04.lev","NorthernWastes3_Filler_04","1388392","FALSE","FALSE"
"371","928","7552","FinalAlbion\NorthernWastes3_Filler_05.lev","NorthernWastes3_Filler_05","4012734","FALSE","FALSE"
"372","992","7552","FinalAlbion\NorthernWastes3_Filler_06.lev","NorthernWastes3_Filler_06","4015705","FALSE","FALSE"
"373","960","7808","FinalAlbion\NorthernWastes3_Filler_07.lev","NorthernWastes3_Filler_07","348545","FALSE","FALSE"
"374","1408","8032","FinalAlbion\DragonCliff_Filler_01.lev","DragonCliff_Filler_01","2097352","FALSE","FALSE"
"375","1536","7808","FinalAlbion\DragonCliff_Filler_02.lev","DragonCliff_Filler_02","26306","FALSE","FALSE"
"376","1312","7808","FinalAlbion\DragonCliff_Filler_03.lev","DragonCliff_Filler_03","2126408","FALSE","FALSE"
"377","1312","8032","FinalAlbion\DragonCliff_Filler_04.lev","DragonCliff_Filler_04","2129300","FALSE","FALSE"
"378","3808","2048","FinalAlbion\DemonDoor_Bordello.lev","DemonDoor_Bordello","2906400","TRUE","TRUE"
"379","3872","2048","FinalAlbion\DemonDoor_Bordello_Filler_01.lev","DemonDoor_Bordello_Filler_01","285562","TRUE","FALSE"
"380","3808","1984","FinalAlbion\DemonDoor_Bordello_Filler_02.lev","DemonDoor_Bordello_Filler_02","3431806","TRUE","FALSE"
"381","3744","2112","FinalAlbion\DemonDoor_Bordello_Filler_03.lev","DemonDoor_Bordello_Filler_03","2383693","TRUE","FALSE"
"382","3744","1984","FinalAlbion\DemonDoor_Bordello_Filler_04.lev","DemonDoor_Bordello_Filler_04","287041","TRUE","FALSE"
"383","128","7168","FinalAlbion\DemonDoor_Necropolis.lev","DemonDoor_Necropolis","2395802","FALSE","TRUE"
"384","192","7168","FinalAlbion\DemonDoor_Necropolis_Filler_01.lev","DemonDoor_Necropolis_Filler_01","338382","TRUE","TRUE"
"385","128","7104","FinalAlbion\DemonDoor_Necropolis_Filler_02.lev","DemonDoor_Necropolis_Filler_02","2960338","TRUE","TRUE"
"386","64","7104","FinalAlbion\DemonDoor_Necropolis_Filler_03.lev","DemonDoor_Necropolis_Filler_03","2436570","TRUE","TRUE"
"387","64","7232","FinalAlbion\DemonDoor_Necropolis_Filler_04.lev","DemonDoor_Necropolis_Filler_04","4009906","TRUE","TRUE"
"388","448","7776","FinalAlbion\SnowspireVillage_Filler_01.lev","SnowspireVillage_Filler_01","999010","FALSE","FALSE"
"389","448","7392","FinalAlbion\SnowspireVillage_Filler_02.lev","SnowspireVillage_Filler_02","1524299","FALSE","FALSE"
"390","640","7424","FinalAlbion\SnowspireVillage_Filler_03.lev","SnowspireVillage_Filler_03","479083","FALSE","FALSE"
"391","928","6848","FinalAlbion\NorthernWastes1_Filler_05.lev","NorthernWastes1_Filler_05","582556","FALSE","FALSE"
"392","640","7296","FinalAlbion\SnowspireVillage_Vista_01.lev","SnowspireVillage_Vista_01","1568456","FALSE","TRUE"
"393","1312","7904","FinalAlbion\DragonCliff_Vista_01.lev","DragonCliff_Vista_01","3453571","FALSE","TRUE"
"394","1536","7904","FinalAlbion\DragonCliff_Vista_02.lev","DragonCliff_Vista_02","1882295","FALSE","TRUE"
"395","928","6816","FinalAlbion\NorthernWastes1_Filler_06.lev","NorthernWastes1_Filler_06","59278","FALSE","FALSE"
"396","352","6912","FinalAlbion\LostBay_Filler_07.lev","LostBay_Filler_07","62730","FALSE","FALSE"
"397","832","7872","FinalAlbion\NorthernWastes3_Filler_08.lev","NorthernWastes3_Filler_08","65618","FALSE","FALSE"
"398","864","7424","FinalAlbion\NorthernWastes3_Filler_09.lev","NorthernWastes3_Filler_09","3859602","FALSE","FALSE"
