"id","level_script_name","level_name","has_wad_lev","has_wad_tng","has_stb_lev","has_loose_tng"
"297","DemonDoor_BanditCampPath_Filler_04","FinalAlbion\DemonDoor_BanditCampPath_Filler_04.lev","True","True","True","True"
"298","DemonDoor_Barrowfields_Filler_01","FinalAlbion\DemonDoor_Barrowfields_Filler_01.lev","True","True","True","True"
"299","DemonDoor_Barrowfields_Filler_02","FinalAlbion\DemonDoor_Barrowfields_Filler_02.lev","True","True","True","True"
"300","DemonDoor_Barrowfields_Filler_03","FinalAlbion\DemonDoor_Barrowfields_Filler_03.lev","True","True","True","True"
"301","DemonDoor_Barrowfields_Filler_04","FinalAlbion\DemonDoor_Barrowfields_Filler_04.lev","True","True","True","True"
"302","DemonDoor_HauntedHouse_Filler_01","FinalAlbion\DemonDoor_HauntedHouse_Filler_01.lev","True","True","True","True"
"303","DemonDoor_HauntedHouse_Filler_02","FinalAlbion\DemonDoor_HauntedHouse_Filler_02.lev","True","True","True","True"
"304","DemonDoor_HauntedHouse_Filler_03","FinalAlbion\DemonDoor_HauntedHouse_Filler_03.lev","True","True","True","True"
"305","DemonDoor_HauntedHouse_Filler_04","FinalAlbion\DemonDoor_HauntedHouse_Filler_04.lev","True","True","True","True"
"306","DemonDoor_DarkwoodSporeSwamp_Filler_01","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_01.lev","True","True","True","True"
"307","DemonDoor_DarkwoodSporeSwamp_Filler_02","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_02.lev","True","True","True","True"
"308","DemonDoor_DarkwoodSporeSwamp_Filler_03","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_03.lev","True","True","True","True"
"309","DemonDoor_DarkwoodSporeSwamp_Filler_04","FinalAlbion\DemonDoor_DarkwoodSporeSwamp_Filler_04.lev","True","True","True","True"
"310","DemonDoor_GreatwoodBanditTol_Filler_01","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_01.lev","True","True","True","True"
"311","DemonDoor_GreatwoodBanditTol_Filler_02","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_02.lev","True","True","True","True"
"312","DemonDoor_GreatwoodBanditTol_Filler_03","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_03.lev","True","True","True","True"
"313","DemonDoor_GreatwoodBanditTol_Filler_04","FinalAlbion\DemonDoor_GreatwoodBanditTol_Filler_04.lev","True","True","True","True"
"314","DemonDoor_GreatwoodCaves_Filler_01","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_01.lev","True","True","True","True"
"315","DemonDoor_GreatwoodCaves_Filler_02","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_02.lev","True","True","True","True"
"316","DemonDoor_GreatwoodCaves_Filler_03","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_03.lev","True","True","True","True"
"317","DemonDoor_GreatwoodCaves_Filler_04","FinalAlbion\DemonDoor_GreatwoodCaves_Filler_04.lev","True","True","True","True"
"318","DemonDoor_KnotholeGlade_Filler_01","FinalAlbion\DemonDoor_KnotholeGlade_Filler_01.lev","True","True","True","True"
"319","DemonDoor_KnotholeGlade_Filler_02","FinalAlbion\DemonDoor_KnotholeGlade_Filler_02.lev","True","True","True","True"
"320","DemonDoor_KnotholeGlade_Filler_03","FinalAlbion\DemonDoor_KnotholeGlade_Filler_03.lev","True","True","True","True"
"321","DemonDoor_KnotholeGlade_Filler_04","FinalAlbion\DemonDoor_KnotholeGlade_Filler_04.lev","True","True","True","True"
"322","DemonDoor_Guild_Filler_01","FinalAlbion\DemonDoor_Guild_Filler_01.lev","True","True","True","True"
"323","DemonDoor_Guild_Filler_02","FinalAlbion\DemonDoor_Guild_Filler_02.lev","True","True","True","True"
"324","DemonDoor_Guild_Filler_03","FinalAlbion\DemonDoor_Guild_Filler_03.lev","True","True","True","True"
"325","DemonDoor_Guild_Filler_04","FinalAlbion\DemonDoor_Guild_Filler_04.lev","True","True","True","True"
"326","creature_hub","creature_hub.lev","True","True","True","False"
"327","PrisonPathFiller02","FinalAlbion\PrisonPathFiller02.lev","True","True","True","True"
"328","DesertedFarm_Filler_04","FinalAlbion\DesertedFarm_Filler_04.lev","True","True","True","True"
"329","LookoutPoint_Filler_07","FinalAlbion\LookoutPoint_Filler_07.lev","True","True","True","True"
"330","HobbeCaveNymphFocal","FinalAlbion\HobbeCaveNymphFocal.lev","True","True","True","True"
"331","GraveyardPathFiller04","FinalAlbion\GraveyardPathFiller04.lev","True","True","True","True"
"332","BanditCampPath_Filler_13","FinalAlbion\BanditCampPath_Filler_13.lev","True","True","True","True"
"333","HookCoast_Sea_01","FinalAlbion\HookCoast_Sea_01.lev","True","True","True","True"
"334","HookCoast_Sea_02","FinalAlbion\HookCoast_Sea_02.lev","True","True","True","True"
"335","Witchwood_Filler_07","FinalAlbion\Witchwood_Filler_07.lev","True","True","True","True"
"336","OakVale_Filler_01_v2","FinalAlbion\OakValeWest_v2.lev","True","True","True","True"
"337","OakValeWest_v2","FinalAlbion\OakValeEast_v2.lev","True","True","True","True"
"338","OakvaleMemorialGarden_v2","FinalAlbion\OakvaleMemorialGarden_v2.lev","True","True","True","True"
"339","BowerstoneSlums_v2","FinalAlbion\BowerstoneSlums_v2.lev","True","True","True","True"
"340","OakvaleFiller_07","FinalAlbion\OakvaleFiller_07.lev","True","True","True","True"
"341","SnowspireVillage","FinalAlbion\SnowspireVillage.lev","True","True","True","True"
"342","NorthernWastes3","FinalAlbion\NorthernWastes3.lev","True","True","True","True"
"343","NorthernWastes2","FinalAlbion\NorthernWastes2.lev","True","True","True","True"
"344","NorthernWastes1","FinalAlbion\NorthernWastes1.lev","True","True","True","True"
"345","LostBay","FinalAlbion\LostBay.lev","True","True","True","True"
"346","LostBay_Leadout_01","FinalAlbion\LostBay_Leadout_01.lev","True","True","True","True"
"347","NorthernWastes1_Leadout_01","FinalAlbion\NorthernWastes1_Leadout_01.lev","True","True","True","True"
"348","NorthernWastes3_Leadout_03","FinalAlbion\NorthernWastes3_Leadout_03.lev","True","True","True","True"
"349","NorthernWastes3_Leadout_01","FinalAlbion\NorthernWastes3_Leadout_01.lev","True","True","True","True"
"350","NorthernWastes3_Leadout_02","FinalAlbion\NorthernWastes3_Leadout_02.lev","True","True","True","True"
"351","Bordello","FinalAlbion\Bordello.lev","True","True","True","True"
"352","DemonDoor_LookoutPoint","FinalAlbion\DemonDoor_LookoutPoint.lev","True","True","True","True"
"353","Bordello_Filler_04","FinalAlbion\Bordello_Filler_04.lev","True","True","True","True"
"354","Bordello_Filler_01","FinalAlbion\Bordello_Filler_01.lev","True","True","True","True"
"355","Bordello_Filler_02","FinalAlbion\Bordello_Filler_02.lev","True","True","True","True"
"356","Bordello_Filler_03","FinalAlbion\Bordello_Filler_03.lev","True","True","True","True"
"357","LostBay_Filler_01","FinalAlbion\LostBay_Filler_01.lev","True","True","True","True"
"358","LostBay_Filler_02","FinalAlbion\LostBay_Filler_02.lev","True","True","True","True"
"359","NorthernWastes1_Filler_01","FinalAlbion\NorthernWastes1_Filler_01.lev","True","True","True","True"
"360","LostBay_Filler_03","FinalAlbion\LostBay_Filler_03.lev","True","True","True","True"
"361","LostBay_Filler_04","FinalAlbion\LostBay_Filler_04.lev","True","True","True","True"
"362","LostBay_Filler_05","FinalAlbion\LostBay_Filler_05.lev","True","True","True","True"
"363","NorthernWastes1_Filler_02","FinalAlbion\NorthernWastes1_Filler_02.lev","True","True","True","True"
"364","NorthernWastes1_Filler_03","FinalAlbion\NorthernWastes1_Filler_03.lev","True","True","True","True"
"365","NorthernWastes1_Filler_04","FinalAlbion\NorthernWastes1_Filler_04.lev","True","True","True","True"
"366","LostBay_Filler_06","FinalAlbion\LostBay_Filler_06.lev","True","True","True","True"
"367","NorthernWastes3_Filler_01","FinalAlbion\NorthernWastes3_Filler_01.lev","True","True","True","True"
"368","NorthernWastes3_Filler_02","FinalAlbion\NorthernWastes3_Filler_02.lev","True","True","True","True"
"369","NorthernWastes3_Filler_03","FinalAlbion\NorthernWastes3_Filler_03.lev","True","True","True","True"
"370","NorthernWastes3_Filler_04","FinalAlbion\NorthernWastes3_Filler_04.lev","True","True","True","True"
"371","NorthernWastes3_Filler_05","FinalAlbion\NorthernWastes3_Filler_05.lev","True","True","True","True"
"372","NorthernWastes3_Filler_06","FinalAlbion\NorthernWastes3_Filler_06.lev","True","True","True","True"
"373","NorthernWastes3_Filler_07","FinalAlbion\NorthernWastes3_Filler_07.lev","True","True","True","True"
"374","DragonCliff_Filler_01","FinalAlbion\DragonCliff_Filler_01.lev","True","True","True","True"
"375","DragonCliff_Filler_02","FinalAlbion\DragonCliff_Filler_02.lev","True","True","True","True"
"376","DragonCliff_Filler_03","FinalAlbion\DragonCliff_Filler_03.lev","True","True","True","True"
"377","DragonCliff_Filler_04","FinalAlbion\DragonCliff_Filler_04.lev","True","True","True","True"
"378","DemonDoor_Bordello","FinalAlbion\DemonDoor_Bordello.lev","True","True","True","True"
"379","DemonDoor_Bordello_Filler_01","FinalAlbion\DemonDoor_Bordello_Filler_01.lev","True","True","True","True"
"380","DemonDoor_Bordello_Filler_02","FinalAlbion\DemonDoor_Bordello_Filler_02.lev","True","True","True","True"
"381","DemonDoor_Bordello_Filler_03","FinalAlbion\DemonDoor_Bordello_Filler_03.lev","True","True","True","True"
"382","DemonDoor_Bordello_Filler_04","FinalAlbion\DemonDoor_Bordello_Filler_04.lev","True","True","True","True"
"383","DemonDoor_Necropolis","FinalAlbion\DemonDoor_Necropolis.lev","True","True","True","True"
"384","DemonDoor_Necropolis_Filler_01","FinalAlbion\DemonDoor_Necropolis_Filler_01.lev","True","True","True","True"
"385","DemonDoor_Necropolis_Filler_02","FinalAlbion\DemonDoor_Necropolis_Filler_02.lev","True","True","True","True"
"386","DemonDoor_Necropolis_Filler_03","FinalAlbion\DemonDoor_Necropolis_Filler_03.lev","True","True","True","True"
"387","DemonDoor_Necropolis_Filler_04","FinalAlbion\DemonDoor_Necropolis_Filler_04.lev","True","True","True","True"
"388","SnowspireVillage_Filler_01","FinalAlbion\SnowspireVillage_Filler_01.lev","True","True","True","True"
"389","SnowspireVillage_Filler_02","FinalAlbion\SnowspireVillage_Filler_02.lev","True","True","True","True"
"390","SnowspireVillage_Filler_03","FinalAlbion\SnowspireVillage_Filler_03.lev","True","True","True","True"
"391","NorthernWastes1_Filler_05","FinalAlbion\NorthernWastes1_Filler_05.lev","True","True","True","True"
"392","SnowspireVillage_Vista_01","FinalAlbion\SnowspireVillage_Vista_01.lev","True","True","True","True"
"393","DragonCliff_Vista_01","FinalAlbion\DragonCliff_Vista_01.lev","True","True","True","True"
"394","DragonCliff_Vista_02","FinalAlbion\DragonCliff_Vista_02.lev","True","True","True","True"
"395","NorthernWastes1_Filler_06","FinalAlbion\NorthernWastes1_Filler_06.lev","True","True","True","True"
"396","LostBay_Filler_07","FinalAlbion\LostBay_Filler_07.lev","True","True","True","True"
"397","NorthernWastes3_Filler_08","FinalAlbion\NorthernWastes3_Filler_08.lev","True","True","True","True"
"398","NorthernWastes3_Filler_09","FinalAlbion\NorthernWastes3_Filler_09.lev","True","True","True","True"
