"relative_path","extension","size","last_write"
"data\Levels\FinalAlbion\DragonCliff_Filler_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\DragonCliff_Filler_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\DragonCliff_Filler_03.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\DragonCliff_Filler_04.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\DragonCliff_Vista_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\DragonCliff_Vista_02.tng",".tng","568","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\ExecutionTree.tng",".tng","203583","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\ExecutionTree_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\ExecutionTree_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Filler_GrannysHouse_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Filler_GrannysHouse_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Filler01.tng",".tng","1075","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Fisherman.tng",".tng","113042","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\FrescoCaves.tng",".tng","5629","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\FrescoDome.tng",".tng","339283","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GibbetWoods.tng",".tng","120178","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GibbetWoods_Leadout_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GibbetWoodsFiller01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GibbetWoodsFiller02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GrannysHouse.tng",".tng","85055","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Graveyard_1.tng",".tng","438712","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GraveyardCircle.tng",".tng","128842","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GraveyardEntrance.tng",".tng","26133","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GraveyardFiller01.tng",".tng","4081","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardFiller02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardFiller03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardPath.tng",".tng","112594","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GraveyardPathFiller01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardPathFiller02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardPathFiller03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GraveyardPathFiller04.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\GraveyardSecretPassage_1.tng",".tng","93244","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Greatwood_1.tng",".tng","195539","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Greatwood_2.tng",".tng","61532","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Greatwood_3.tng",".tng","177373","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Greatwood_4.tng",".tng","142500","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Greatwood_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_06.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_07.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_08.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Greatwood_Filler_09.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GreatwoodBanditToll.tng",".tng","25723","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GreatwoodHobbeCave.tng",".tng","39044","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GreatwoodLakeFiller_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GreatwoodTeleport.tng",".tng","65394","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\GuildExterior.tng",".tng","79191","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\GuildWoods.tng",".tng","180260","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HauntedHouse.tng",".tng","208032","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\HauntedHouse_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HauntedHouse_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HauntedHouseCellar.tng",".tng","41348","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroDualAreaCave.tng",".tng","47685","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\HeroGuild_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuild_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuild_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuild_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuild_Filler_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuild_Filler_06.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HeroGuildComplexInside.tng",".tng","787564","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HobbeCaveEntranceTunnel.tng",".tng","48211","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HobbeCaveLarder.tng",".tng","28797","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HobbeCaveMainChamber.tng",".tng","26340","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HobbeCaveNymphChamber.tng",".tng","16277","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HobbeCaveNymphFocal.tng",".tng","75506","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\HobbeCaveSideRoom.tng",".tng","31309","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HookCoast.tng",".tng","628461","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Hookcoast_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Hookcoast_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HookCoast_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\HookCoast_Sea_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\HookCoast_Sea_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\KnotholeGlade.tng",".tng","110587","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\KnotholeGlade_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\KnotholeGlade_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\KnotholeGlade_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\KnotholeGlade_Leadout_01.tng",".tng","994","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\KnotholeGlade_Leadout_02.tng",".tng","994","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\KnotholeGladeMainTown.tng",".tng","539777","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\KrakenChamber.tng",".tng","53137","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\LookoutPoint.tng",".tng","197526","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\LookoutPoint_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_06.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\LookoutPoint_Filler_07.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay.tng",".tng","118418","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_03.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_04.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_05.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_06.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Filler_07.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\LostBay_Leadout_01.tng",".tng","2012","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\MayorsHouseBedroom.tng",".tng","10959","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\MayorsHouseHallway.tng",".tng","6359","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\NorthernWastes1.tng",".tng","138621","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_03.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_04.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_05.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Filler_06.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes1_Leadout_01.tng",".tng","710","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes2.tng",".tng","321433","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3.tng",".tng","241013","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_03.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_04.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_05.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_06.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_07.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_08.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Filler_09.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Leadout_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Leadout_02.tng",".tng","2545","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\NorthernWastes3_Leadout_03.tng",".tng","707","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\OakVale_Filler_01.tng",".tng","1568","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakVale_Sea_06.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OakValeEast_v2.tng",".tng","319745","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\OakvaleFiller_07.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\OakvaleMemorialGarden_v2.tng",".tng","159025","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\OakValeWest_v2.tng",".tng","554296","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\OrchardFarm.tng",".tng","349266","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\OrchardFarm_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OrchardFarm_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\OrchardFarmEast.tng",".tng","116318","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\OrchardFarmFiller_01.tng",".tng","4204","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PicnicArea.tng",".tng","119232","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PicnicArea_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PicnicArea_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PicnicArea_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonBarracks.tng",".tng","16711","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonCells_1.tng",".tng","59582","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonCells_2.tng",".tng","10870","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonCells_3.tng",".tng","22835","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonCourtyard.tng",".tng","136055","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonIsland.tng",".tng","816","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonOffice.tng",".tng","36795","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonPath.tng",".tng","85284","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonPath_Leadout_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonPathFiller01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonPathFiller02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\PrisonSecretPassage.tng",".tng","194558","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\PrisonSecretPassageExterior.tng",".tng","62260","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonSecretPassageExterior_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\PrisonTortureChamber.tng",".tng","67387","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\SnowspireVillage.tng",".tng","480592","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\SnowspireVillage_Filler_01.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\SnowspireVillage_Filler_02.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\SnowspireVillage_Filler_03.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\SnowspireVillage_Vista_01.tng",".tng","569","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\StartOakVale_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Filler_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Filler_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Sea_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Sea_02.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Sea_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakVale_Sea_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakValeEast.tng",".tng","64738","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakvaleMemorialGarden.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\StartOakValeWest.tng",".tng","576997","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\TeleporterGreatwood.tng",".tng","14063","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood.tng",".tng","39147","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_2.tng",".tng","116557","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_3.tng",".tng","72900","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_4.tng",".tng","121932","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_5.tng",".tng","155381","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_6.tng",".tng","43222","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_7.tng",".tng","130044","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_9.tng",".tng","12334","2026-02-07T21:30:52"
"data\Levels\FinalAlbion\Witchwood_Filler_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_03.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_04.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_05.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_06.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_07.tng",".tng","12","2026-02-07T21:30:54"
"data\Levels\FinalAlbion\Witchwood_Filler_09.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_10.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_11.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_12.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_13.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_14.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_15.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_16.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_18.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_21.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_22.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_24.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_25.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_26.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_27.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_28.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_29.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_30.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Filler_31.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_01.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_02.tng",".tng","985","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_03.tng",".tng","987","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_04.tng",".tng","983","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_05.tng",".tng","986","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_06.tng",".tng","997","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\Witchwood_Leadout_08.tng",".tng","12","2026-02-07T21:30:53"
"data\Levels\FinalAlbion\WitchwoodCavern.tng",".tng","74521","2026-02-07T21:30:52"
"data\Levels\FinalAlbion_RT.stb",".stb","597979518","2026-01-31T14:27:28"
"data\Levels\GlobalQuests.qst",".qst","561","2026-01-31T14:27:35"
"data\LightingTable\lighting_colours.tga",".tga","12014","2026-01-31T14:27:35"
"data\Misc\FinalAlbion_StartingRegionGraph.txt",".txt","5126","2026-01-31T14:27:37"
"data\Misc\game_animation_events.bin",".bin","158","2026-01-31T14:27:37"
"data\Misc\LoadProgress\fable_BG_02.dds",".dds","65664","2026-01-31T14:27:37"
"data\Misc\LoadProgress\fable_BG_03.dds",".dds","65664","2026-01-31T14:27:35"
"data\Misc\LoadProgress\fable_BG_04.dds",".dds","65664","2026-01-31T14:27:37"
"data\Misc\LoadProgress\fable_BG_05.dds",".dds","65664","2026-01-31T14:27:35"
"data\Misc\LoadProgress\fable_BG_06.dds",".dds","65664","2026-01-31T14:27:35"
"data\Misc\LoadProgress\fable_BG_07.dds",".dds","65664","2026-01-31T14:27:37"
"data\Misc\LoadProgress\fable_BG_08.dds",".dds","65664","2026-01-31T14:27:38"
"data\Misc\LoadProgress\fable_BG_09.dds",".dds","65664","2026-01-31T14:27:35"
"data\Misc\LoadProgress\fable_BG_bar_border.dds",".dds","16512","2026-01-31T14:27:35"
"data\Misc\LoadProgress\Fable_BG_PC_02.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_03.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_04.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_05.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_06.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_07.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_08.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\Fable_BG_PC_09.dds",".dds","262272","2026-01-31T14:27:28"
"data\Misc\LoadProgress\guild_seal_01.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_02.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_03.dds",".dds","2176","2026-01-31T14:27:40"
"data\Misc\LoadProgress\guild_seal_04.dds",".dds","2176","2026-01-31T14:27:35"
"data\Misc\LoadProgress\guild_seal_05.dds",".dds","2176","2026-01-31T14:27:35"
"data\Misc\LoadProgress\guild_seal_06.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_07.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_08.dds",".dds","2176","2026-01-31T14:27:40"
"data\Misc\LoadProgress\guild_seal_09.dds",".dds","2176","2026-01-31T14:27:40"
"data\Misc\LoadProgress\guild_seal_10.dds",".dds","2176","2026-01-31T14:27:40"
"data\Misc\LoadProgress\guild_seal_11.dds",".dds","2176","2026-01-31T14:27:38"
"data\Misc\LoadProgress\guild_seal_12.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_13.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_14.dds",".dds","2176","2026-01-31T14:27:37"
"data\Misc\LoadProgress\guild_seal_15.dds",".dds","2176","2026-01-31T14:27:35"
"data\Misc\LoadProgress\guild_seal_16.dds",".dds","2176","2026-01-31T14:27:34"
"data\Misc\LoadProgress\rc_seal_border.dds",".dds","8320","2026-01-31T14:27:35"
"data\Misc\LoadProgress\slot_left_bar_off.dds",".dds","1152","2026-01-31T14:27:38"
"data\Misc\LoadProgress\slot_mid_bar_off.dds",".dds","256","2026-01-31T14:27:35"
"data\Misc\LoadProgress\slot_right_bar_off.dds",".dds","1152","2026-01-31T14:27:34"
"data\Misc\LoadProgress\TextTags.txt",".txt","4919","2026-01-31T14:27:35"
"data\Misc\LoadProgress\Ybar_seg.dds",".dds","160","2026-01-31T14:27:38"
"data\Misc\pc\effects.big",".big","3500103","2026-01-31T14:27:28"
"data\Misc\sound_animation_events.bin",".bin","42850","2026-01-31T14:27:38"
"data\Misc\star_chart.tga",".tga","1048620","2026-01-31T14:27:28"
"data\Misc\stars.dat",".dat","31924","2026-01-31T14:27:34"
"data\shaders\pc\shaders.big",".big","453341","2026-01-31T14:27:28"
"data\Sound\Archons_Tower.lug",".lug","715160","2026-01-31T14:27:28"
"data\Sound\Archons_Tower.met",".met","2059","2026-01-31T14:27:35"
"data\Sound\ArenaCells.lug",".lug","959460","2026-01-31T14:27:28"
"data\Sound\ArenaCells.met",".met","2069","2026-01-31T14:27:34"
"data\Sound\ArenaExterior.lug",".lug","1287204","2026-01-31T14:27:28"
"data\Sound\ArenaExterior.met",".met","2069","2026-01-31T14:27:34"
"data\Sound\ArenaStadium.lug",".lug","1052052","2026-01-31T14:27:28"
"data\Sound\ArenaStadium.met",".met","1978","2026-01-31T14:27:38"
"data\Sound\BANDIT_CAMP.ogg",".ogg","4112582","2026-01-31T14:27:28"
"data\Sound\Bordello.lug",".lug","148628","2026-01-31T14:27:36"
"data\Sound\Bordello.met",".met","346","2026-01-31T14:27:34"
"data\Sound\BOWERSTONE.ogg",".ogg","4465142","2026-01-31T14:27:28"
"data\Sound\BurningBridge.lug",".lug","247936","2026-01-31T14:27:36"
"data\Sound\BurningBridge.met",".met","2138","2026-01-31T14:27:38"
"data\Sound\CHAPEL_OF_EVIL.ogg",".ogg","2122866","2026-01-31T14:27:28"
"data\Sound\country.lug",".lug","6844480","2026-01-31T14:27:28"
"data\Sound\country.met",".met","16972","2026-01-31T14:27:39"
