address	current_name	category	disposition	proposed_name	rationale
00792b30	TreeHeader_InitSentinel_0x2c_00792b30	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007977e0	ObjHolder_AllocStore_0x2c_007977e0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00797ae0	TreeHeader_InitSentinel_0x2c_00797ae0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00797e30	TreeHeader_InitSentinel_0x2c_00797e30	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0079f0b0	ObjHolder_AllocStore_0x14_0079f0b0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0079f2a0	TreeHeader_InitSentinel_0x14_0079f2a0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0079f410	TreeHeader_InitSentinel_0x14_0079f410	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007a35b0	ListHead_InitCircular_0x10_007a35b0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007a3c60	ListHead_InitCircular_0x10_007a3c60	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007a6170	ListHead_InitCircular_0xc_007a6170	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007a6320	ListHead_InitCircular_0xc_007a6320	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007acb50	ObjHolder_AllocStore_0x18_007acb50	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007acb80	ObjHolder_AllocStore_0x20_007acb80	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
007acde0	TreeHeader_InitSentinel_0x18_007acde0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00817710	ObjHolder_AllocStore_0x18_00817710	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00824b40	ListHead_InitCircular_0x5c_00824b40	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00824bc0	ListHead_InitCircular_0x10_00824bc0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00824e80	ObjHolder_AllocStore_0x18_00824e80	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00824ef0	ObjHolder_AllocStore_0x30_00824ef0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008254a0	ListHead_InitCircular_0x5c_008254a0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00825540	ListHead_InitCircular_0x10_00825540	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00827e20	ListHead_InitCircular_0xc_00827e20	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00828c20	ListHead_InitCircular_0xc_00828c20	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0082c570	ListHead_InitCircular_0x18_0082c570	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0082c900	ListHead_InitCircular_0x18_0082c900	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00835180	ObjHolder_AllocStore_0x14_00835180	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008368f0	ConditionalVirtualDispatch_OnLevelUnload	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
008697f0	PtrHolder_Alloc_sz18_008697f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0086c5c0	CPersistInfo_InsertionSortStep_0086c5c0	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
0086f600	PriorityQueue_PushSift_0086f600	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0086fa00	CPersistInfo_InsertionSortStep_0086fa00	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
008702d0	Handle_InitInvalid_008702d0	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
008709c0	CWorldDriver_FindClosestMeshVolume_DefaultCall_008709c0	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00874ca0	ListSentinel_Ctor_sz10_00874ca0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00874d30	ListSentinel_Ctor_sz10_00874d30	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00876e10	Vector_ComputePotentialGradient_00876e10	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883280	ListSentinel_Ctor_sz68_00883280	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883300	ListSentinel_Ctor_sz28_00883300	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883340	ListSentinel_Ctor_sz44_00883340	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008833c0	PtrHolder_Alloc_sz20_008833c0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008833f0	PtrHolder_Alloc_sz14_008833f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883be0	ListSentinel_Ctor_sz68_00883be0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883c60	ListSentinel_Ctor_sz28_00883c60	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00883ca0	ListSentinel_Ctor_sz44_00883ca0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00884180	ListSentinel_Ctor_sz68_00884180	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008841a0	ListSentinel_Ctor_sz28_008841a0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008841c0	ListSentinel_Ctor_sz44_008841c0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008841e0	StdList_Ctor_sz14_008841e0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00884620	StdList_Ctor_sz20_00884620	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008aee40	PtrHolder_Alloc_sz18_008aee40	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008aefe0	StdList_Ctor_sz18_008aefe0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008afcc0	StdList_Ctor_sz18_008afcc0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b22d0	PtrHolder_Alloc_sz18_008b22d0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2340	PtrHolder_Alloc_sz18_008b2340	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b23b0	PtrHolder_Alloc_sz18_008b23b0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2790	StdList_Ctor_sz18_008b2790	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2820	StdList_Ctor_sz18_008b2820	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b28b0	StdList_Ctor_sz18_008b28b0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2c20	StdList_Ctor_sz18_008b2c20	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2cb0	StdList_Ctor_sz18_008b2cb0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008b2d40	StdList_Ctor_sz18_008b2d40	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008ebdb0	ListSentinel_Ctor_sz10_008ebdb0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008ebff0	ListSentinel_Ctor_sz10_008ebff0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008f9f30	ListSentinel_Ctor_szc_008f9f30	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008fa040	ListSentinel_Ctor_szc_008fa040	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
008fbd20	ListSentinel_Ctor_sz10_008fbd20	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0090aec0	Manager_ConstructAndRegister_0090aec0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0094b730	ReturnTrue_0094b730	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00987670	ReturnParam_Identity_00987670	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00987700	ReturnParam_Identity_00987700	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00999f90	PtrHolder_Alloc_sz14_00999f90	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009aa690	ListSentinel_Ctor_sz10_009aa690	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009aa6c0	PtrHolder_Alloc_sz28_009aa6c0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009aa6f0	PtrHolder_Alloc_sz28_009aa6f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009aa720	PtrHolder_Alloc_sz18_009aa720	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009aa750	PtrHolder_Alloc_sz14_009aa750	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009ac290	ListSentinel_Ctor_sz10_009ac290	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009b3430	PtrHolder_Alloc_sz18_009b3430	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009b3f00	StdList_Ctor_sz18_009b3f00	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009b6f40	StdList_Ctor_sz18_009b6f40	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009bdec0	ListSentinel_Ctor_sz24_009bdec0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009be170	ListSentinel_Ctor_sz24_009be170	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c2200	ListSentinel_Ctor_szc_009c2200	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c22b0	PtrHolder_Alloc_sz20_009c22b0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c2320	PtrHolder_Alloc_sz14_009c2320	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c2540	ListSentinel_Ctor_szc_009c2540	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c25f0	StdList_Ctor_sz20_009c25f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c26e0	StdList_Ctor_sz14_009c26e0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c2b00	StdList_Ctor_sz20_009c2b00	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c2bd0	StdList_Ctor_sz14_009c2bd0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c6710	ListSentinel_Ctor_sz14_009c6710	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c67b0	ListSentinel_Ctor_szc_009c67b0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c68d0	ListSentinel_Ctor_sz10_009c68d0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c6910	ListSentinel_Ctor_szb8_009c6910	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c6ac0	ListSentinel_Ctor_sz14_009c6ac0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c6b60	ListSentinel_Ctor_szc_009c6b60	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c7000	ListSentinel_Ctor_sz10_009c7000	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009c7730	ListSentinel_Ctor_szb8_009c7730	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d2840	PtrHolder_Alloc_sz20_009d2840	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d2ab0	StdList_Ctor_sz20_009d2ab0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d3890	StdList_Ctor_sz18_009d3890	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d46d0	StdList_Ctor_sz20_009d46d0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d7740	ListSentinel_Ctor_sz10_009d7740	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d7850	PtrHolder_Alloc_sz14_009d7850	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d7b40	StdList_Ctor_sz14_009d7b40	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009d83b0	Container_AllocAndStorePtr_9d83b0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009eebe0	Container_AllocAndStorePtr_9eebe0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009eec60	Container_AllocAndStorePtr_9eec60	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009f0ce0	Container_AllocAndStorePtr_9f0ce0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009f7b60	MapIterator_CountDistance	container-template	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
009f7d70	MapIterator_CountDistance_9f7d70	container-template	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a215a0	Container_AllocAndStorePtr_a215a0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a21610	Container_AllocAndStorePtr_a21610	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a2abd0	Container_AllocAndStorePtr_a2abd0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a2ac00	Container_AllocAndStorePtr_a2ac00	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a39440	Container_AllocAndStorePtr_a39440	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a54160	Container_AllocAndStorePtr_a54160	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a60990	Container_AllocAndStorePtr_a60990	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a7f680	Container_AllocAndStorePtr_a7f680	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00a7f6f0	Container_AllocAndStorePtr_a7f6f0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ad2330	Container_AllocAndStorePtr_ad2330	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ad2360	Container_AllocAndStorePtr_ad2360	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ad23a0	Container_AllocAndStorePtr_ad23a0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ad2450	Container_AllocAndStorePtr_ad2450	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00adb240	Object_AllocateBuffer_adb240	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00add130	Callback_InvokePair_add130	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b2e7b0	Object_AllocateBuffer_b2e7b0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b3e790	Object_AllocateBuffer_b3e790	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b43bf0	Object_AllocateBuffer_b43bf0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b96540	Object_AllocateBuffer_b96540	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b96570	Object_AllocateBuffer_b96570	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00b96640	Object_AllocateBuffer_b96640	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00bce370	Object_AllocateBuffer_bce370	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00bd84f0	Object_AllocateBuffer_bd84f0	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c08880	Object_SetVtable_c08880	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c19f90	Getter_Field84	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c207f0	Object_Destruct_c207f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c20ef0	IsStateStreaming_2to4	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c29eb0	Ctor_SetVtable_012b40a4	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c29f50	Ctor_Init_012b40a4	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c2d7b0	CTCInventory_CheckSlotTypeNegative	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c334d0	CTCHeroStats_GetVectorArraysIfInitialized	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c336f0	Constraint_NotifyGlobalManager	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c359e0	CExclusiveAssert_OnQuestItemUsed_Bool	thunk-stub-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c362f0	CSBAgents_BuildAndDispatch_A	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c36e00	CSBAgents_BuildAndDispatch_SummonerLightning	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c36fb0	CSBAgents_BuildAndDispatch_TavernGame	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c37000	IntelligentPointer_BuildAndDispatchFloat	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c37c40	CSBAgents_BuildAndDispatch_CreatureOpinion	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c3abf0	SubPrimitiveList_ConstructNodeA	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c3b180	SubPrimitiveList_ConstructNodeB	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c43de0	DrawAutoPickups_SelectAndDrawPrimitive	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c43f80	Weapon_ProcessAnimFrameIfReady	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c44b50	InputEvent_CheckKeyAndGetFrames	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c44dc0	FireballSpell_DispatchScaledDamage	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c592c0	Ctor_SetVtable_012b8f64	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c59570	Ctor_ZeroInit_012b8f64	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c61ce0	Getter_TripleDeref	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c62a30	StreamBuffer_AdvancePosition	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c74f60	Ctor_Init_012bf074	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c75400	Ctor_Init_012bf074_b	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00c88e60	Audio_ProcessFilter4Channel	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c8bae0	Script_GetEntryPointer	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00c8c730	Batch_InvokeWithStackArgs_c8c730	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c92f10	DSP_ComputeRunningMinEnvelope	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c93080	FFT_ComputeWaveformEnvelope	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c93b30	Audio_ApplyGainTableToBuffer	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c94190	Audio_ComputeClampedPosition	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c942b0	Audio_ComputeLog2WeightedCoeff	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c9cb60	Math_ComputeByteChunkCount	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c9e4a0	Audio_CheckBufferRegionActive	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00c9f8c0	Mesh_BlendMorphStreams	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00ca5e70	CritSec_GetDividedValue_Locked	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00ca8610	COM_QueryInterface_012a9a24	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00ca86d0	Com_CreateWithFallback	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00ca8d50	Enumerate_QueryInterface_012a9a24	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
00ca9c80	Object_AcquireField26	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00ca9ec0	GetVectorFields_Locked	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00caa040	GetBufferOffset_Locked	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00cdb550	Alloc_Struct0x24_cdb550	allocator-wrapper	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00e245e0	StringList_FindDuplicateEntry	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00e7f7d0	GetFloatTableEntryByIndex	field-accessor	semantic-review		semantic owner or behavior still needs stronger evidence
00e83920	ScriptThingContext_Construct_A	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ed7d50	ScriptThingContext_Construct_B	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
00ee91e0	Script_MakeThingsSpeakNumbered	semantic-logic	semantic-review		semantic owner or behavior still needs stronger evidence
01229370	GlobalDtor_Free_013ba8ec	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
01229630	GlobalDtor_Free_013bac20	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0122a2f0	DynamicInit_013bb6a4	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0122ad60	GlobalDtor_Free_014377f0	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0122adb0	GlobalDtor_Free_0143b978	initializer-destructor	accepted-reconstruction-family		stable descriptive family label; original template/deleting-helper identity remains unknown
0132d470	InvalidDecode_HaltStub	invalid-boundary	invalid-boundary-review		verify or remove the function boundary before naming
