address	current_name	confidence	address_suffixed	category	comment
00758ae0	ListHead_InitCircular_0x4c_00758ae0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x4c) node with next/prev self-linked = empty circular-list head init
00758d90	ListHead_InitCircular_0x4c_00758d90	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x4c) node with next/prev self-linked = empty circular-list head init
0075f780	ListHead_InitCircular_0xc_0075f780	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
0075f830	ObjHolder_FreeAndDelete_0075f830	high	1	initializer-destructor	autoname-t6 [high]: Null-checks then free(*param_1) and operator_delete(param_1): holder destructor
007602f0	Math_PolygonAngleSumClosureCheck	low	0	semantic-logic	autoname-t6 [low]: Loops a 0xc-stride array summing _CIacos results * const, compares squared deviation to epsilon; angle-sum/closure geometry test
007695f0	ObjHolder_AllocStore_0x20_007695f0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x20) pointer; opaque object-holder ctor
00769f30	TreeHeader_InitSentinel_0x20_00769f30	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x20) header-sentinel init (size=0, left/right self-linked)
0076acf0	TreeHeader_InitSentinel_0x20_0076acf0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x20) header-sentinel init (size=0, left/right self-linked)
0076f9e0	ListHead_InitCircular_0x24_0076f9e0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x24) node with next/prev self-linked = empty circular-list head init
0076fbf0	ListHead_InitCircular_0x24_0076fbf0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x24) node with next/prev self-linked = empty circular-list head init
00771b30	ObjHolder_FreeAndDelete_00771b30	high	1	initializer-destructor	autoname-t6 [high]: Null-checks then free(*param_1) and operator_delete(param_1): holder destructor
00776f30	ObjHolder_AllocStore_0x30_00776f30	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x30) pointer; opaque object-holder ctor
00777520	TreeHeader_InitSentinel_0x30_00777520	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x30) header-sentinel init (size=0, left/right self-linked)
00777a00	TreeHeader_InitSentinel_0x30_00777a00	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x30) header-sentinel init (size=0, left/right self-linked)
0077ffe0	ListHead_InitCircular_0x14_0077ffe0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x14) node with next/prev self-linked = empty circular-list head init
00780040	ListHead_InitCircular_0x14_00780040	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x14) node with next/prev self-linked = empty circular-list head init
00782fb0	ObjHolder_AllocStore_0x20_00782fb0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x20) pointer; opaque object-holder ctor
00783d50	TreeHeader_InitSentinel_0x20_00783d50	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x20) header-sentinel init (size=0, left/right self-linked)
00783fb0	TreeHeader_InitSentinel_0x20_00783fb0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x20) header-sentinel init (size=0, left/right self-linked)
00784fb0	ListHead_InitCircular_0xc_00784fb0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
00785d00	ListHead_InitCircular_0xc_00785d00	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
00792220	ListHead_InitCircular_0xc_00792220	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
007922a0	ObjHolder_AllocStore_0x2c_007922a0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x2c) pointer; opaque object-holder ctor
007926f0	TreeHeader_InitSentinel_0x2c_007926f0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x2c) header-sentinel init (size=0, left/right self-linked)
00792b30	TreeHeader_InitSentinel_0x2c_00792b30	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x2c) header-sentinel init (size=0, left/right self-linked)
007977e0	ObjHolder_AllocStore_0x2c_007977e0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x2c) pointer; opaque object-holder ctor
00797ae0	TreeHeader_InitSentinel_0x2c_00797ae0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x2c) header-sentinel init (size=0, left/right self-linked)
00797e30	TreeHeader_InitSentinel_0x2c_00797e30	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x2c) header-sentinel init (size=0, left/right self-linked)
0079f0b0	ObjHolder_AllocStore_0x14_0079f0b0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x14) pointer; opaque object-holder ctor
0079f2a0	TreeHeader_InitSentinel_0x14_0079f2a0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x14) header-sentinel init (size=0, left/right self-linked)
0079f410	TreeHeader_InitSentinel_0x14_0079f410	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x14) header-sentinel init (size=0, left/right self-linked)
007a35b0	ListHead_InitCircular_0x10_007a35b0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x10) node with next/prev self-linked = empty circular-list head init
007a3c60	ListHead_InitCircular_0x10_007a3c60	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x10) node with next/prev self-linked = empty circular-list head init
007a6170	ListHead_InitCircular_0xc_007a6170	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
007a6320	ListHead_InitCircular_0xc_007a6320	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
007acb50	ObjHolder_AllocStore_0x18_007acb50	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x18) pointer; opaque object-holder ctor
007acb80	ObjHolder_AllocStore_0x20_007acb80	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x20) pointer; opaque object-holder ctor
007acde0	TreeHeader_InitSentinel_0x18_007acde0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x18) header-sentinel init (size=0, left/right self-linked)
00817710	ObjHolder_AllocStore_0x18_00817710	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x18) pointer; opaque object-holder ctor
00824b40	ListHead_InitCircular_0x5c_00824b40	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x5c) node with next/prev self-linked = empty circular-list head init
00824bc0	ListHead_InitCircular_0x10_00824bc0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x10) node with next/prev self-linked = empty circular-list head init
00824e80	ObjHolder_AllocStore_0x18_00824e80	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x18) pointer; opaque object-holder ctor
00824ef0	ObjHolder_AllocStore_0x30_00824ef0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x30) pointer; opaque object-holder ctor
008254a0	ListHead_InitCircular_0x5c_008254a0	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x5c) node with next/prev self-linked = empty circular-list head init
00825540	ListHead_InitCircular_0x10_00825540	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x10) node with next/prev self-linked = empty circular-list head init
00827e20	ListHead_InitCircular_0xc_00827e20	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
00828c20	ListHead_InitCircular_0xc_00828c20	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0xc) node with next/prev self-linked = empty circular-list head init
0082c570	ListHead_InitCircular_0x18_0082c570	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x18) node with next/prev self-linked = empty circular-list head init
0082c900	ListHead_InitCircular_0x18_0082c900	medium	1	allocator-wrapper	autoname-t6 [medium]: malloc(0x18) node with next/prev self-linked = empty circular-list head init
00835180	ObjHolder_AllocStore_0x14_00835180	low	1	initializer-destructor	autoname-t6 [low]: Zeroes holder then stores malloc(0x14) pointer; opaque object-holder ctor
008368f0	ConditionalVirtualDispatch_OnLevelUnload	low	0	field-accessor	autoname-t6 [low]: checks global DAT_013b8394 and flag bit at this+0x91 then virtual-calls *(this+0x98)+0x34; caller SetToKillOnLevelUnload
008697f0	PtrHolder_Alloc_sz18_008697f0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor, no field init reveals role
0086c5c0	CPersistInfo_InsertionSortStep_0086c5c0	medium	1	semantic-logic	autoname-t6 [medium]: Calls _Move_backward<pair<u64,CRuntimeScriptedEntityPersist::CPersistInfo>> and std__pair_insertion_sort_shift; insertion-sort shift step for pair sequence
0086f600	PriorityQueue_PushSift_0086f600	medium	1	initializer-destructor	autoname-t6 [medium]: Appends 0xc-byte element via Vector_Reallocate at (this+4), then toggles flag +0xd and calls std__make_heap_Sift_3 = heap/priority_queue push
0086fa00	CPersistInfo_InsertionSortStep_0086fa00	medium	1	semantic-logic	autoname-t6 [medium]: Identical to 0086c5c0: _Move_backward<pair<u64,CPersistInfo>> + pair_insertion_sort_shift insertion-sort shift step
008702d0	Handle_InitInvalid_008702d0	low	1	field-accessor	autoname-t6 [low]: Sets *p=0xffffffff, p[1]=0, byte=0; initializes a handle/id struct to invalid sentinel
008709c0	CWorldDriver_FindClosestMeshVolume_DefaultCall_008709c0	medium	1	thunk-stub-wrapper	autoname-t6 [medium]: Thin wrapper zeroing a local then calling CWorldDriver_FindClosestMeshVolume(local,&out)
00874ca0	ListSentinel_Ctor_sz10_00874ca0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); node.next=node.prev=node (self-ref +0/+4) = empty circular doubly-linked list sentinel
00874d30	ListSentinel_Ctor_sz10_00874d30	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10) with self-referential next/prev = empty circular list sentinel ctor
00876e10	Vector_ComputePotentialGradient_00876e10	medium	1	initializer-destructor	autoname-t6 [medium]: Walks linked list of point nodes, sums 1/(dist-param5) over sample offsets (DAT_01385d2c table), outputs finite-difference gradient vector to param_1[0..2]
00883280	ListSentinel_Ctor_sz68_00883280	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x68); self-referential next/prev = empty circular list sentinel ctor
00883300	ListSentinel_Ctor_sz28_00883300	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x28); self-referential next/prev = empty circular list sentinel ctor
00883340	ListSentinel_Ctor_sz44_00883340	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x44); self-referential next/prev = empty circular list sentinel ctor
008833c0	PtrHolder_Alloc_sz20_008833c0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x20), stores ptr; opaque allocate-and-store ctor
008833f0	PtrHolder_Alloc_sz14_008833f0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x14), stores ptr; opaque allocate-and-store ctor
00883be0	ListSentinel_Ctor_sz68_00883be0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x68); self-referential next/prev = empty circular list sentinel ctor
00883c60	ListSentinel_Ctor_sz28_00883c60	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x28); self-referential next/prev = empty circular list sentinel ctor
00883ca0	ListSentinel_Ctor_sz44_00883ca0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x44); self-referential next/prev = empty circular list sentinel ctor
00884180	ListSentinel_Ctor_sz68_00884180	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x68); self-referential next/prev = empty circular list sentinel ctor (void return)
008841a0	ListSentinel_Ctor_sz28_008841a0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x28); self-referential next/prev = empty circular list sentinel ctor (void return)
008841c0	ListSentinel_Ctor_sz44_008841c0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x44); self-referential next/prev = empty circular list sentinel ctor (void return)
008841e0	StdList_Ctor_sz14_008841e0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14) proxy node, count=0, node[8]/node[c]=self (next/prev sentinel), node[0]/node[4]=0 = std::list default ctor
00884620	StdList_Ctor_sz20_00884620	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x20) proxy node, count=0, sentinel next/prev self = std::list default ctor
008aee40	PtrHolder_Alloc_sz18_008aee40	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
008aefe0	StdList_Ctor_sz18_008aefe0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008afcc0	StdList_Ctor_sz18_008afcc0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b22d0	PtrHolder_Alloc_sz18_008b22d0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
008b2340	PtrHolder_Alloc_sz18_008b2340	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
008b23b0	PtrHolder_Alloc_sz18_008b23b0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
008b2790	StdList_Ctor_sz18_008b2790	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b2820	StdList_Ctor_sz18_008b2820	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b28b0	StdList_Ctor_sz18_008b28b0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b2c20	StdList_Ctor_sz18_008b2c20	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b2cb0	StdList_Ctor_sz18_008b2cb0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008b2d40	StdList_Ctor_sz18_008b2d40	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
008ebdb0	ListSentinel_Ctor_sz10_008ebdb0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
008ebff0	ListSentinel_Ctor_sz10_008ebff0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
008f9f30	ListSentinel_Ctor_szc_008f9f30	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
008fa040	ListSentinel_Ctor_szc_008fa040	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
008fbd20	ListSentinel_Ctor_sz10_008fbd20	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
0090aec0	Manager_ConstructAndRegister_0090aec0	low	1	initializer-destructor	autoname-t6 [low]: Allocates three 0xc list heads + an 8-byte vector, calls Vector_Insert, sets flags (p[1]=0x800), links self into global intrusive list at DAT_013bb664
0094b730	ReturnTrue_0094b730	high	1	thunk-stub-wrapper	autoname-t6 [high]: Body is just return 1 (constant true stub)
00987670	ReturnParam_Identity_00987670	high	1	thunk-stub-wrapper	autoname-t6 [high]: Returns param_1 unchanged (identity/pass-through stub)
00987700	ReturnParam_Identity_00987700	high	1	thunk-stub-wrapper	autoname-t6 [high]: Returns param_1 unchanged (identity/pass-through stub)
00999f90	PtrHolder_Alloc_sz14_00999f90	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x14), stores ptr; opaque allocate-and-store ctor
009aa690	ListSentinel_Ctor_sz10_009aa690	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
009aa6c0	PtrHolder_Alloc_sz28_009aa6c0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x28), stores ptr; opaque allocate-and-store ctor
009aa6f0	PtrHolder_Alloc_sz28_009aa6f0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x28), stores ptr; opaque allocate-and-store ctor
009aa720	PtrHolder_Alloc_sz18_009aa720	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
009aa750	PtrHolder_Alloc_sz14_009aa750	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x14), stores ptr; opaque allocate-and-store ctor
009ac290	ListSentinel_Ctor_sz10_009ac290	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
009b3430	PtrHolder_Alloc_sz18_009b3430	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x18), stores ptr; opaque allocate-and-store ctor
009b3f00	StdList_Ctor_sz18_009b3f00	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
009b6f40	StdList_Ctor_sz18_009b6f40	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
009bdec0	ListSentinel_Ctor_sz24_009bdec0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x24); self-referential next/prev = empty circular list sentinel ctor
009be170	ListSentinel_Ctor_sz24_009be170	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x24); self-referential next/prev = empty circular list sentinel ctor
009c2200	ListSentinel_Ctor_szc_009c2200	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
009c22b0	PtrHolder_Alloc_sz20_009c22b0	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x20), stores ptr; opaque allocate-and-store ctor
009c2320	PtrHolder_Alloc_sz14_009c2320	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x14), stores ptr; opaque allocate-and-store ctor
009c2540	ListSentinel_Ctor_szc_009c2540	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
009c25f0	StdList_Ctor_sz20_009c25f0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x20) proxy node, count=0, sentinel next/prev self = std::list default ctor
009c26e0	StdList_Ctor_sz14_009c26e0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14) proxy node, count=0, sentinel next/prev self = std::list default ctor
009c2b00	StdList_Ctor_sz20_009c2b00	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x20) proxy node, count=0, sentinel next/prev self = std::list default ctor
009c2bd0	StdList_Ctor_sz14_009c2bd0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14) proxy node, count=0, sentinel next/prev self = std::list default ctor
009c6710	ListSentinel_Ctor_sz14_009c6710	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14); self-referential next/prev = empty circular list sentinel ctor
009c67b0	ListSentinel_Ctor_szc_009c67b0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
009c68d0	ListSentinel_Ctor_sz10_009c68d0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
009c6910	ListSentinel_Ctor_szb8_009c6910	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xb8); self-referential next/prev = empty circular list sentinel ctor
009c6ac0	ListSentinel_Ctor_sz14_009c6ac0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14); self-referential next/prev = empty circular list sentinel ctor
009c6b60	ListSentinel_Ctor_szc_009c6b60	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xc); self-referential next/prev = empty circular list sentinel ctor
009c7000	ListSentinel_Ctor_sz10_009c7000	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
009c7730	ListSentinel_Ctor_szb8_009c7730	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0xb8); self-referential next/prev = empty circular list sentinel ctor
009d2840	PtrHolder_Alloc_sz20_009d2840	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x20), stores ptr; opaque allocate-and-store ctor
009d2ab0	StdList_Ctor_sz20_009d2ab0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x20) proxy node, count=0, sentinel next/prev self = std::list default ctor
009d3890	StdList_Ctor_sz18_009d3890	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x18) proxy node, count=0, sentinel next/prev self = std::list default ctor
009d46d0	StdList_Ctor_sz20_009d46d0	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x20) proxy node, count=0, sentinel next/prev self = std::list default ctor
009d7740	ListSentinel_Ctor_sz10_009d7740	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x10); self-referential next/prev = empty circular list sentinel ctor
009d7850	PtrHolder_Alloc_sz14_009d7850	low	1	initializer-destructor	autoname-t6 [low]: Zeroes *param_1, malloc(0x14), stores ptr; opaque allocate-and-store ctor
009d7b40	StdList_Ctor_sz14_009d7b40	medium	1	initializer-destructor	autoname-t6 [medium]: malloc(0x14) proxy node, count=0, sentinel next/prev self = std::list default ctor
009d83b0	Container_AllocAndStorePtr_9d83b0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x28); *param_1=block - allocate-and-store proxy, no visible init
009eebe0	Container_AllocAndStorePtr_9eebe0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
009eec60	Container_AllocAndStorePtr_9eec60	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x1c); *param_1=block - allocate-and-store, no visible init
009f0ce0	Container_AllocAndStorePtr_9f0ce0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x24); *param_1=block - allocate-and-store, no visible init
009f7b60	MapIterator_CountDistance	low	0	container-template	autoname-t6 [low]: loops while iterator != end (Tree_const_iterator::operator!=) incrementing counter = std::distance over CCharString->long map
009f7d70	MapIterator_CountDistance_9f7d70	low	0	container-template	autoname-t6 [low]: loops while iterator != end incrementing counter = std::distance over CCharString->long map (variant of 9f7b60)
00a215a0	Container_AllocAndStorePtr_a215a0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x28); *param_1=block - allocate-and-store, no visible init
00a21610	Container_AllocAndStorePtr_a21610	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
00a2abd0	Container_AllocAndStorePtr_a2abd0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x20); *param_1=block - allocate-and-store, no visible init
00a2ac00	Container_AllocAndStorePtr_a2ac00	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x1c); *param_1=block - allocate-and-store, no visible init
00a39440	Container_AllocAndStorePtr_a39440	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x14); *param_1=block - allocate-and-store, no visible init
00a54160	Container_AllocAndStorePtr_a54160	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
00a60990	Container_AllocAndStorePtr_a60990	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x34); *param_1=block - allocate-and-store, no visible init
00a7f680	Container_AllocAndStorePtr_a7f680	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
00a7f6f0	Container_AllocAndStorePtr_a7f6f0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
00ad2330	Container_AllocAndStorePtr_ad2330	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x18); *param_1=block - allocate-and-store, no visible init
00ad2360	Container_AllocAndStorePtr_ad2360	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x20); *param_1=block - allocate-and-store, no visible init
00ad23a0	Container_AllocAndStorePtr_ad23a0	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x1c); *param_1=block - allocate-and-store, no visible init
00ad2450	Container_AllocAndStorePtr_ad2450	low	0	allocator-wrapper	autoname-t6 [low]: *param_1=0; malloc(0x20); *param_1=block - allocate-and-store, no visible init
00adb240	Object_AllocateBuffer_adb240	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x1c) with no field init; type unknown
00add130	Callback_InvokePair_add130	low	0	initializer-destructor	autoname-t6 [low]: invokes two vtable callbacks via param_1[1] and param_1 with param_2 flag; functor dispatch, thin context
00b2e7b0	Object_AllocateBuffer_b2e7b0	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x2c) with no field init; type unknown
00b3e790	Object_AllocateBuffer_b3e790	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x1c) with no field init; type unknown
00b43bf0	Object_AllocateBuffer_b43bf0	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x24) with no field init; type unknown
00b96540	Object_AllocateBuffer_b96540	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x20) with no field init; type unknown
00b96570	Object_AllocateBuffer_b96570	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x30) with no field init; type unknown
00b96640	Object_AllocateBuffer_b96640	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x1c) with no field init; type unknown
00bce370	Object_AllocateBuffer_bce370	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x1c) with no field init; type unknown
00bd84f0	Object_AllocateBuffer_bd84f0	low	0	allocator-wrapper	autoname-t6 [low]: minimal *param_1=malloc(0x20) with no field init; type unknown
00c08880	Object_SetVtable_c08880	low	0	thunk-stub-wrapper	autoname-t6 [low]: single store *param_1=PTR_DAT_0139c900; vtable/init stub, class unknown
00c19f90	Getter_Field84	low	0	field-accessor	autoname-t6 [low]: returns *(this+0x84); no callers/callees, opaque accessor
00c207f0	Object_Destruct_c207f0	low	0	initializer-destructor	autoname-t6 [low]: sets vtable PTR_LAB_012b3674 then calls EmptyStub/_E2 = destructor stub, class unknown
00c20ef0	IsStateStreaming_2to4	low	0	field-accessor	autoname-t6 [low]: returns 1 if short at obj+0xac in {2,3,4} else 0; caller GetTexturesInUse (likely texture-state check)
00c29eb0	Ctor_SetVtable_012b40a4	low	1	initializer-destructor	autoname-t6 [low]: Only stores &PTR_LAB_012b40a4 into *this; a minimal ctor/vtable setter, no other evidence
00c29f50	Ctor_Init_012b40a4	low	1	initializer-destructor	autoname-t6 [low]: Sets vtable 012b40a4 then this[1]=-1, this[2]=0; constructor initializing two fields
00c2d7b0	CTCInventory_CheckSlotTypeNegative	low	0	semantic-logic	autoname-t6 [low]: caller CTCInventory_EquipItem; returns -1 if short at this+0xe is 1 or 2, else 0
