class	vtable_va	slot	func_va
CCreatureModeDef	01241704	18	004e7ea7
CBossDef	0124185c	18	004e7ee0
CTurncoatDef	0124193c	18	004e7f24
CTCCreatureHitNotification	012436cc	21	004e7fc2
CTCCreatureHitNotification	012436cc	22	004e7fc8
CTavernGameSpotTheAdditionDef	01241a4c	18	004e7fd8
CKrakenDef	01241b2c	18	004e80e3
CVillageDef	01241ddc	18	004e82c7
CContainerRewardHeroDef	012428b4	18	004e8987
CWeaponDef	0124291c	18	004e8ce9
CShopDef	01241f9c	19	004e980e
CParticleAttacherDef	01242364	18	004e9caa
CAnimatingObjectDef	0124376c	20	004ea20a
CReplaceableMeshDef	012430bc	18	004ea20e
CTCCreatureHitNotification	012436cc	0	004ea6b2
CTavernGameDef	012424bc	19	004ea6d8
CPrizeScoreDef	012437d4	20	004eac55
CPrizeScoreDef	012437d4	0	004eac59
CPrizeScoreDef	012437d4	18	004eac7b
CPrizeScoreDef	012437d4	19	004eac9c
CTavernGameShoveHaPennyDef	01242524	19	004ead02
CShoveHaPennyRegionDef	0124383c	20	004eafa3
CShoveHaPennyRegionDef	0124383c	0	004eafa7
CShoveHaPennyRegionDef	0124383c	19	004eafc9
CExplosionDef	012425f4	18	004eb02f
CMultiStaticMeshDef	0124265c	19	004eb6c8
CMultiStaticMeshEntryDef	012438a4	20	004eb89d
CMultiStaticMeshEntryDef	012438a4	0	004eb8a1
CMultiStaticMeshEntryDef	012438a4	18	004eb8c3
CMultiStaticMeshEntryDef	012438a4	19	004eb907
CHeroExperienceDef	0124390c	20	004eba68
CAnimatingObjectDef	0124376c	0	004eba84
CHeroExperienceDef	0124390c	0	004ebb00
CObjectAugmentationsDef	01243974	20	004ebbec
CAnimatingObjectDef	0124376c	19	004ebbf2
CTavernGameCardBaseDef	0124258c	19	004ebc11
CCardPositionsDef	012439dc	20	004ebe16
CCardPositionsDef	012439dc	0	004ebe96
CCardPositionsDef	012439dc	19	004ebebc
CCardPositionsDef	012439dc	18	004ebf22
CCardDef	01243a44	20	004ec0af
CCardDef	01243a44	18	004ec0b3
CCardDef	01243a44	0	004ec0d4
CCardDef	01243a44	19	004ec0f0
CSoundAtmospheresDef	012427a4	18	004ec153
CObjectAugmentationsDef	01243974	19	004ec16f
CObjectAugmentationsDef	01243974	18	004ec53f
CObjectAugmentationsDef	01243974	0	004ecae1
CShopDef	01241f9c	18	004ecb4d
CAnimatingObjectDef	0124376c	18	004ed459
CTavernGameDef	012424bc	18	004ed472
CMultiStaticMeshDef	0124265c	18	004ede1b
CInputProcessDebugControls	01237f9c	9	004f0046
CHeroExperienceDef	0124390c	19	004f9145
CTavernGameCardBaseDef	0124258c	18	004f9a90
CIDrawWorldMap	01244284	11	004fa550
CWorldMap	01244ab4	10	004fb280
CWorldMap	01244ab4	8	004fb290
CWorldMap	01244ab4	9	004fb2a0
CWorldMap	01244ab4	2	004fb2b0
CWorldMap	01244ab4	3	004fb2d0
CWorldMap	01244aec	24	004fb2e0
CWorldMap	01244aec	25	004fb2f0
CWorldMap	01244ab4	0	004fb4b0
CWorldMap	01244aec	10	004fc050
CWorldMap	01244aec	17	004fc080
CWorldMap	01244aec	16	004fc0c0
CWorldMap	01244aec	14	004fc130
CWorldMap	01244aec	15	004fc150
CWorldMap	01244aec	23	004fc690
CWorldMap	01244ab4	4	004fc6b0
CWorldMap	01244ab4	5	004fc6c0
CWorldMap	01244ab4	7	004fc760
CWorldMap	01244ab4	1	004fc7c0
CWorldMap	01244aec	29	004fc930
CWorldMap	01244aec	4	004fda60
CWorldMap	01244aec	28	004feb70
CWorldMap	01244aec	6	004ff080
CWorldMap	01244aec	20	004ff150
CWorldMap	01244aec	21	004ff310
CWorldMap	01244aec	7	004ff440
CWorldMap	01244aec	26	004ff490
CWorldMap	01244aec	9	004ff8a0
CWorldMap	01244aec	5	004ff8b0
CWorldMap	01244aec	27	004ff920
CWorldMap	01244aec	1	005022f0
CWorldMap	01244aec	30	00502460
CWorldMap	01244aec	8	005063d0
CWorldMap	01244aec	22	005064c0
CWorldMap	01244aec	2	00507610
CWorldMap	01244aec	3	00507c30
CWADBank	012442dc	15	0050b440
CWADBank	012442dc	8	0050b450
CWADBank	012442dc	0	0050f070
CIntelligentPointer	01244344	0	0050f3a0
NThingMap::CThingMapManager	01244678	0	0051a080
CWorldMap	01244aec	12	0051cdd0
CWorldMap	01244aec	13	0051cde0
CWorldMap	01244ab4	11	0051cdf0
CWorldMap	01244aec	11	0051ce00
CWorldMap	01244aec	18	0051ce20
CWorldMap	01244aec	19	0051ce40
CWorldMap	01244ab4	6	0051ce60
CWorldMap	01244aec	0	0051d1e0
CNavigatorManager	0129ca84	2	0051da20
CNavigatorManager	0129ca84	3	0051da30
CThingManager	01245c44	2	005202f0
CThingManager	01245c44	3	005215f0
CIntelligentPointer	01244dcc	0	00526050
CThingPhysical	01244e84	46	00529720
CThingPhysical	01244e84	47	00529730
CThingPhysical	01244e84	48	00529740
CThingPhysical	01244e84	49	00529750
CThingPhysical	01244e84	50	00529760
CThingPhysical	01244e84	51	00529770
CThingPhysical	01244e84	52	00529780
CThingPhysical	01244e84	53	00529790
CThingPhysical	01244e84	54	005297a0
CThingPhysical	01244e84	56	005297b0
CThingPhysical	01244e84	57	005297c0
CThingPhysical	01244e84	0	005297d0
CThingPhysical	01244e84	58	005297f0
CThingGameObject	01244f7c	61	00529830
CThingGameObject	01244f7c	62	00529840
CThingGameObject	01244f7c	63	00529850
CThingGameObject	01244f7c	64	00529860
CThingGameObject	01244f7c	66	00529870
CThingGameObject	01244f7c	67	00529880
CThingGameObject	01244f7c	69	00529890
CThingGameObject	01244f7c	68	005298a0
CThingGameObject	01244f7c	70	005298b0
CThingGameObject	01244f7c	0	005298c0
CThingGameObject	01244f7c	37	005298e0
CThingGameObject	01244f7c	39	00529930
CThingGameObject	01244f7c	38	00529940
CThingBuilding	0124509c	47	00529990
CThingBuilding	0124509c	0	005299a0
CThingVillage	012451bc	47	00529a10
CThingVillage	012451bc	59	00529a20
CThingVillage	012451bc	22	00529a30
CThingVillage	012451bc	0	00529a40
CThingHolySite	012452dc	22	00529aa0
CThingHolySite	012452dc	0	00529ab0
CThingSwitch	012453fc	22	00529b50
CThingSwitch	012453fc	59	00529b60
CThingSwitch	012453fc	61	00529b70
CThingSwitch	012453fc	62	00529b80
CThingSwitch	012453fc	63	00529b90
CThingSwitch	012453fc	0	00529ba0
CThingMarker	01245524	22	00529c10
CThingMarker	01245524	59	00529c20
CThingMarker	01245524	0	00529c30
CThingPhysicalSwitch	01245644	22	00529c90
CThingPhysicalSwitch	01245644	0	00529ca0
CThingPlayerCreature	012457fc	50	0052ab80
CThingPlayerCreature	012457fc	74	0052ab90
CThingPlayerCreature	012457fc	47	0052aba0
CThingPlayerCreature	012457fc	76	0052abb0
CThingPlayerCreature	012457fc	80	0052abc0
CThingPlayerCreature	012457fc	88	0052abd0
CThingPlayerCreature	012457fc	77	0052abe0
CThingPlayerCreature	012457fc	0	0052abf0
CCompressorZlib	01245974	1	0052add0
CCompressorZlib	01245974	2	0052ade0
CCompressorZlib	01245974	3	0052adf0
CCompressorZlib	01245974	4	0052ae00
CCompressorZlib	01245974	6	0052ae10
CCompressorZlib	01245974	0	0052ae40
CThingManager	01245c44	0	0052c610
NUISystem::CYesNo	0122f884	43	0052c730
NUISystem::CSprite	0122f5d4	138	0052c780
NUISystem::CSprite	0122f5d4	1	0052c7e0
NUISystem::CSprite	0122f5d4	102	0052c870
NUISystem::CSprite	0122f5d4	103	0052c8b0
NUISystem::CSprite	0122f5d4	49	0052c8f0
NUISystem::CSprite	0122f5d4	58	0052c920
NUISystem::CSprite	0122f5d4	60	0052cab0
NUISystem::CSprite	0122f5d4	42	0052caf0
NUISystem::CSprite	0122f5d4	139	0052cbf0
NUISystem::CSprite	0122f5d4	136	0052cd20
NUISystem::CSprite	0122f5d4	135	0052ceb0
NUISystem::CSprite	0122f5d4	134	0052cee0
NUISystem::CSprite	0122f5d4	50	0052cf10
NUISystem::CSprite	0122f5d4	48	0052cf40
NUISystem::CChangingStateComponent	01245dbc	0	0052d700
NUISystem::CChangingStateComponent	01245db4	0	0052d710
NUISystem::CChangingStateComponent	01245de4	0	0052d770
NUISystem::CSprite	0122f5ac	6	0052d7b0
NUISystem::CSprite	0122f5ac	2	0052d900
NUISystem::CSprite	0122f5ac	4	0052d940
NUISystem::CSprite	0122f5ac	5	0052d9a0
NUISystem::CSprite	0122f5ac	3	0052da20
NUISystem::CObserver	01246020	0	0052e2f0
NUISystem::CUIInterface	01246044	0	0052e360
NUISystem::CSprite	0122f5d4	41	0052e6b0
NUISystem::CComponent	0124608c	42	0052e700
NUISystem::CComponent	0124608c	48	0052e710
NUISystem::CComponent	0124608c	47	0052e720
NUISystem::CComponent	0124608c	49	0052e730
NUISystem::CSprite	0122f5d4	46	0052e740
NUISystem::CSprite	0122f5d4	11	0052e750
NUISystem::CSprite	0122f5d4	12	0052e780
NUISystem::CSprite	0122f5d4	13	0052e7a0
NUISystem::CSprite	0122f5d4	52	0052e7c0
NUISystem::CSprite	0122f5d4	53	0052e7d0
NUISystem::CComponent	0124608c	54	0052e7e0
NUISystem::CSprite	0122f5d4	55	0052e7f0
NUISystem::CSprite	0122f5d4	57	0052e810
NUISystem::CSprite	0122f5ac	1	0052e830
NUISystem::CComponent	0124608c	58	0052e840
NUISystem::CSprite	0122f5d4	63	0052e850
NUISystem::CSprite	0122f5d4	15	0052e860
NUISystem::CSprite	0122f5d4	16	0052e890
NUISystem::CSprite	0122f5d4	17	0052e8b0
NUISystem::CSprite	0122f5d4	18	0052e8d0
NUISystem::CSprite	0122f5d4	19	0052e8f0
NUISystem::CSprite	0122f5d4	20	0052e910
NUISystem::CSprite	0122f5d4	22	0052e930
NUISystem::CSprite	0122f5d4	25	0052e940
NUISystem::CSprite	0122f5d4	26	0052e950
NUISystem::CSprite	0122f5d4	27	0052e960
NUISystem::CSprite	0122f5d4	28	0052e970
NUISystem::CSprite	0122f5d4	29	0052e990
NUISystem::CSprite	0122f5d4	30	0052e9b0
NUISystem::CSprite	0122f5d4	31	0052e9c0
NUISystem::CSprite	0122f5d4	32	0052ea30
NUISystem::CSprite	0122f5d4	33	0052eaf0
NUISystem::CSprite	0122f5d4	35	0052ebb0
NUISystem::CSprite	0122f5d4	36	0052ec20
NUISystem::CSprite	0122f5d4	38	0052ec60
NUISystem::CSprite	0122f5d4	123	0052ecc0
NUISystem::CSprite	0122f5d4	112	0052ee00
NUISystem::CSprite	0122f5d4	122	0052eec0
NUISystem::CSprite	0122f5d4	65	0052efe0
NUISystem::CSprite	0122f5d4	66	0052eff0
NUISystem::CSprite	0122f5d4	67	0052f000
NUISystem::CSprite	0122f5d4	68	0052f010
NUISystem::CSprite	0122f5d4	69	0052f020
NUISystem::CSprite	0122f5d4	70	0052f030
NUISystem::CSprite	0122f5d4	71	0052f040
NUISystem::CSprite	0122f5d4	80	0052f050
NUISystem::CSprite	0122f5d4	72	0052f060
NUISystem::CSprite	0122f5d4	73	0052f070
NUISystem::CSprite	0122f5d4	74	0052f080
NUISystem::CSprite	0122f5d4	75	0052f090
NUISystem::CSprite	0122f5d4	76	0052f0a0
NUISystem::CSprite	0122f5d4	77	0052f0b0
NUISystem::CSprite	0122f5d4	78	0052f0c0
NUISystem::CSprite	0122f5d4	79	0052f0d0
NUISystem::CSprite	0122f5d4	82	0052f0e0
NUISystem::CSprite	0122f5d4	83	0052f0f0
NUISystem::CSprite	0122f5d4	84	0052f100
NUISystem::CComponent	0124608c	86	0052f120
NUISystem::CComponent	0124608c	87	0052f130
NUISystem::CSprite	0122f5d4	89	0052f140
NUISystem::CSprite	0122f5d4	91	0052f150
NUISystem::CSprite	0122f5d4	90	0052f160
NUISystem::CSprite	0122f5d4	99	0052f170
NUISystem::CSprite	0122f5d4	100	0052f180
NUISystem::CSprite	0122f5d4	101	0052f190
NUISystem::CComponent	0124608c	102	0052f1a0
NUISystem::CComponent	0124608c	103	0052f1b0
NUISystem::CSprite	0122f5d4	104	0052f1c0
NUISystem::CSprite	0122f5d4	105	0052f1d0
NUISystem::CSprite	0122f5d4	106	0052f1e0
NUISystem::CSprite	0122f5d4	107	0052f1f0
NUISystem::CSprite	0122f5d4	109	0052f200
NUISystem::CSprite	0122f5d4	110	0052f210
NUISystem::CSprite	0122f5d4	114	0052f230
NUISystem::CSprite	0122f5d4	115	0052f250
NUISystem::CSprite	0122f5d4	118	0052f270
NUISystem::CSprite	0122f5d4	119	0052f290
NUISystem::CSprite	0122f5d4	120	0052f2b0
NUISystem::CSprite	0122f5d4	121	0052f2d0
NUISystem::CSprite	0122f5d4	125	0052f300
NUISystem::CSprite	0122f5d4	126	0052f310
NUISystem::CSprite	0122f5d4	132	0052f320
NUISystem::CSprite	0122f5d4	51	0052f330
NUISystem::CComponent	0124608c	44	0052f340
NUISystem::CSprite	0122f5d4	98	0052f350
NUISystem::CSprite	0122f5d4	116	0052f3a0
NUISystem::CSprite	0122f5d4	117	0052f3b0
NUISystem::CSprite	0122f5d4	128	0052f3c0
NUISystem::CSprite	0122f5d4	129	0052f3e0
NUISystem::CSprite	0122f5d4	133	0052f430
NUISystem::CSprite	0122f5d4	14	0052f500
NUISystem::CSprite	0122f5d4	56	0052f540
NUISystem::CSprite	0122f5d4	21	0052f580
NUISystem::CSprite	0122f5d4	37	0052f5c0
NUISystem::CSprite	0122f5d4	40	0052f900
NUISystem::CSprite	0122f5d4	34	0052ffd0
NUISystem::CYesNo	0122f884	2	00530260
NUISystem::CSprite	0122f5d4	9	00530460
NUISystem::CSprite	0122f5d4	85	005304c0
NUISystem::CSprite	0122f5d4	45	00530530
NUISystem::CSprite	0122f5d4	39	005305a0
NUISystem::CSprite	0122f5d4	97	00530610
NUISystem::CSprite	0122f5d4	88	00530690
NUISystem::CSprite	0122f5d4	81	00530720
NUISystem::CSprite	0122f5d4	113	00530740
NUISystem::CSprite	0122f5d4	3	00530780
NUISystem::CSprite	0122f5d4	4	00530830
NUISystem::CSprite	0122f5d4	8	005308f0
NUISystem::CSprite	0122f5d4	131	005309b0
NUISystem::CSprite	0122f5d4	10	005309e0
NUISystem::CSprite	0122f5d4	92	00530a40
NUISystem::CSprite	0122f5d4	93	00530b00
NUISystem::CSprite	0122f5d4	94	00530ce0
NUISystem::CSprite	0122f5d4	95	00530da0
NUISystem::CSprite	0122f5d4	108	00530ec0
NUISystem::CSprite	0122f5d4	5	00530f30
NUISystem::CSprite	0122f5d4	6	00531000
NUISystem::CSprite	0122f5d4	24	00531090
NUISystem::CYesNo	0122f884	111	00531560
NUISystem::CSprite	0122f5d4	127	00531b40
NUISystem::CSprite	0122f5d4	124	00531ba0
NUISystem::CSprite	0122f5d4	96	00531e50
NUISystem::CSprite	0122f5d4	62	00531e90
NUISystem::CComponent	0124608c	1	00531ec0
NUISystem::CSprite	0122f5d4	130	00532d00
NUISystem::CComponent	0124608c	43	005339b0
NUISystem::CComponent	0124608c	50	00533b30
NUISystem::CSprite	0122f5d4	59	00533b50
NUISystem::CSprite	0122f5d4	61	00533ba0
NUISystem::CSprite	0122f5d4	64	00533bc0
NUISystem::CComponent	0124608c	60	00533cc0
NUISystem::CYesNo	0122f884	23	00533d30
NUISystem::CComponent	01246064	0	00535ab0
NUISystem::CComponent	0124605c	0	00535ac0
NUISystem::CComponent	0124608c	0	00535c10
NUISystem::CList	012462e4	166	0053605f
NUISystem::CList	012462e4	168	00536088
NUISystem::CList	012462e4	161	005360b1
NUISystem::CList	012462e4	162	00536189
NUISystem::CList	012462e4	180	005361d3
NUISystem::CList	012462e4	157	005362ad
NUISystem::CList	012462e4	169	005362f2
NUISystem::CList	012462e4	179	0053633e
NUISystem::CList	012462e4	178	005363ea
NUISystem::CList	012462e4	187	0053664c
NUISystem::CList	012462e4	140	005366ff
NUISystem::CList	012462bc	1	0053673b
NUISystem::CList	012462e4	1	005367f3
NUISystem::CList	012462e4	81	00536a30
NUISystem::CList	012462e4	131	00536b22
NUISystem::CList	012462e4	156	00536b4f
NUISystem::CList	012462e4	160	00536c64
NUISystem::CList	012462e4	173	00536dd9
NUISystem::CList	012462e4	174	0053706f
NUISystem::CList	012462e4	183	00537302
NUISystem::CList	012462e4	182	0053753c
NUISystem::CList	012462e4	110	00537776
NUISystem::CList	012462e4	31	00537956
NUISystem::CList	012462e4	185	005379f5
NUISystem::CList	012462e4	60	005383a4
NUISystem::CList	012462e4	144	005383dd
NUISystem::CList	012462e4	145	0053843b
NUISystem::CList	012462e4	146	00538465
NUISystem::CList	012462e4	70	0053848f
NUISystem::CList	012462e4	67	005384dd
NUISystem::CList	012462e4	159	0053852b
NUISystem::CList	012462e4	165	005385ae
NUISystem::CList	012462e4	167	005392fc
NUISystem::CList	012462e4	48	0053a0a1
NUISystem::CList	012462e4	152	0053ad07
NUISystem::CList	012462e4	186	0053b0bf
NUISystem::CList	012462e4	64	0053b321
NUISystem::CList	012462e4	43	0053b91e
NUISystem::CList	012462e4	143	0053beac
NUISystem::CList	012462e4	153	0053bf20
NUISystem::CList	012462e4	184	0053c332
NUISystem::CList	012462e4	142	0053cdc3
NUISystem::CList	012462e4	147	0053cdca
NUISystem::CList	012462e4	148	0053cde1
NUISystem::CList	012462e4	149	0053cde8
NUISystem::CList	012462e4	150	0053cdf2
NUISystem::CList	012462e4	151	0053cdff
NUISystem::CList	012462e4	158	0053ce17
NUISystem::CList	012462e4	163	0053ce24
NUISystem::CList	012462e4	164	0053ce2b
NUISystem::CList	012462e4	170	0053ce32
NUISystem::CList	012462e4	171	0053ce41
NUISystem::CList	012462e4	172	0053ce50
NUISystem::CList	012462e4	175	0053ce5f
NUISystem::CList	012462e4	176	0053ce66
NUISystem::CList	012462e4	177	0053ce6d
NUISystem::CList	012462e4	181	0053ce7a
NUISystem::CList	012462bc	0	0053ce87
NUISystem::CList	012462b4	0	0053ce8f
NUISystem::CList	012462e4	154	0053ce97
NUISystem::CList	012462e4	155	0053ced4
NUISystem::CList	012462e4	0	0053cfa6
NUISystem::CMenuEntry	0124662c	93	0053d000
NUISystem::CMenuEntry	0124662c	94	0053d060
NUISystem::CMenuEntry	0124662c	95	0053d0c0
NUISystem::CMenuEntry	0124662c	64	0053d120
NUISystem::CMenuEntry	0124662c	146	0053d130
NUISystem::CMenuEntry	0124662c	149	0053d140
NUISystem::CMenuEntry	0124662c	59	0053d150
NUISystem::CMenuEntry	0124662c	60	0053d170
NUISystem::CMenuEntry	0124662c	43	0053d190
NUISystem::CMenuEntry	01246604	1	0053d200
NUISystem::CMenuEntry	0124662c	48	0053d3b0
NUISystem::CMenuEntry	0124662c	1	0053d4b0
NUISystem::CMenuEntry	0124662c	143	0053d540
NUISystem::CMenuEntry	0124662c	147	0053d600
NUISystem::CMenuEntry	0124662c	148	0053d660
NUISystem::CMenuEntry	0124662c	109	0053d6c0
NUISystem::CMenuEntry	0124662c	155	0053d720
NUISystem::CMenuEntry	0124662c	144	0053d970
NUISystem::CMenuEntry	0124662c	150	0053dcd0
NUISystem::CMenuEntry	0124662c	151	0053dd50
NUISystem::CMenuEntry	0124662c	156	0053ddd0
NUISystem::CMenuEntry	0124662c	92	0053e0c0
NUISystem::CMenuEntry	0124662c	66	0053e180
NUISystem::CMenuEntry	0124662c	67	0053e210
NUISystem::CMenuEntry	0124662c	152	0053e2a0
NUISystem::CMenuEntry	0124662c	68	0053e330
NUISystem::CMenuEntry	0124662c	153	0053e3c0
NUISystem::CMenuEntry	0124662c	69	0053e450
NUISystem::CMenuEntry	0124662c	132	0053e8a0
NUISystem::CMenuEntry	0124662c	154	0053e8b0
NUISystem::CMenuEntry	01246604	0	0053e8c0
NUISystem::CMenuEntry	012465fc	0	0053e8d0
NUISystem::CMenuEntry	0124662c	0	0053e8e0
NUISystem::CScrollingViewport	012468ac	1	0053e9a0
NUISystem::CScrollingViewport	012468d4	48	0053ebf0
NUISystem::CScrollingViewport	012468d4	143	0053eda0
NUISystem::CScrollingViewport	012468d4	1	0053f1c0
NUISystem::CScrollingViewport	012468d4	43	0053f810
NUISystem::CScrollingViewport	012468d4	111	0053fbe0
NUISystem::CScrollingViewport	012468d4	144	0053fc00
NUISystem::CScrollingViewport	012468ac	0	0053fc10
NUISystem::CScrollingViewport	012468a4	0	0053fc20
NUISystem::CScrollingViewport	012468d4	0	0053fc30
NUISystem::CScrollingViewport	012468d4	91	0053fc90
NUISystem::CScrollingViewport	012468d4	142	0053fcd0
NUISystem::CEditBox	01246b8c	152	0053fe30
NUISystem::CEditBox	01246b8c	145	0053fe50
NPlayerGui::CAutoPickupBar	0125a768	14	0054004f
NUISystem::CRedefinerList	0124a994	143	00540058
NPlayerGui::CAutoPickupBar	0125a768	15	0054005f
NUISystem::CEditBox	01246b64	1	00540120
NUISystem::CEditBox	01246b8c	143	00540180
NUISystem::CEditBox	01246b8c	150	005401b0
NUISystem::CEditBox	01246b8c	144	005402c0
NUISystem::CEditBox	01246b8c	146	00540320
NUISystem::CEditBox	01246b8c	43	00540620
NUISystem::CEditBox	01246b8c	147	00540980
NUISystem::CEditBox	01246b8c	142	00540cf0
NUISystem::CEditBox	01246b8c	151	00540d10
NUISystem::CEditBox	01246b8c	153	00540d20
NUISystem::CEditBox	01246b8c	154	00540d30
NUISystem::CEditBox	01246b8c	155	00540d40
NUISystem::CEditBox	01246b64	0	00540d50
NUISystem::CEditBox	01246b5c	0	00540d60
NUISystem::CEditBox	01246b8c	148	00540d70
NUISystem::CEditBox	01246b8c	149	00540da0
NUISystem::CEditBox	01246b8c	0	00540dd0
NUISystem::CDynamicList	01246e44	43	00540df0
NUISystem::CDynamicList	01246e20	1	00540e10
NUISystem::CDynamicList	01246e44	48	00540e20
NUISystem::CDynamicList	01246e44	143	00540e30
NUISystem::CDynamicList	01246e44	149	00540e40
NUISystem::CDynamicList	01246e44	145	00540e50
NUISystem::CDynamicList	01246e44	146	00540ec0
NUISystem::CDynamicList	01246e44	144	00540f50
NUISystem::CDynamicList	01246e44	1	00541020
NUISystem::CDynamicList	01246e44	64	00541120
NUISystem::CDynamicList	01246e44	148	00541230
NUISystem::CDynamicList	01246e44	147	005414a0
NUISystem::CDynamicList	01246e44	142	005416b0
NUISystem::CDynamicList	01246e20	0	00541850
NUISystem::CDynamicList	01246e18	0	00541860
NUISystem::CDynamicList	01246e44	0	00541870
NUISystem::CIconText	012470cc	43	005419c0
NUISystem::CIconText	012470cc	1	005419d0
NUISystem::CIconText	012470cc	48	005419e0
NUISystem::CIconText	012470cc	88	005419f0
NUISystem::CIconText	012470cc	145	00541e60
NUISystem::CIconText	012470cc	144	00541f20
NUISystem::CIconText	012470cc	143	00542140
NUISystem::CIconText	012470cc	148	00542730
NUISystem::CIconText	012470cc	149	00542780
NUISystem::CIconText	012470cc	2	00542a30
NUISystem::CIconText	012470cc	150	005430f0
NUISystem::CIconText	012470cc	23	00543a40
NUISystem::CIconText	012470cc	111	00543a60
NUISystem::CIconText	012470cc	92	00543a80
NUISystem::CIconText	012470cc	93	00543a90
NUISystem::CIconText	012470cc	94	00543aa0
NUISystem::CIconText	012470cc	95	00543ab0
NUISystem::CIconText	012470cc	142	00543ac0
NUISystem::CIconText	012470cc	146	00543ad0
NUISystem::CIconText	012470cc	147	00543ae0
NUISystem::CIconText	012470cc	151	00543b10
NUISystem::CIconText	012470a8	0	00543b30
NUISystem::CIconText	012470a0	0	00543b40
NUISystem::CIconText	012470cc	0	00543c70
NUISystem::CParticleEffect	0124735c	43	00543d30
NUISystem::CParticleEffect	0124735c	48	00543df0
NUISystem::CParticleEffect	0124735c	1	00543ed0
NUISystem::CParticleEffect	0124735c	2	00543ee0
NUISystem::CParticleEffect	01247338	0	00544090
NUISystem::CParticleEffect	01247330	0	005440a0
NUISystem::CParticleEffect	0124735c	0	005440b0
NUISystem::CSpellContainerList	012475c4	144	00544100
NUISystem::CSpellContainerList	012475c4	145	00544110
NUISystem::CSpellContainerList	012475c4	146	00544190
NUISystem::CSpellContainerList	012475c4	148	00544210
NUISystem::CSpellContainerList	012475c4	43	00544290
NUISystem::CSpellContainerList	012475c4	142	00544310
NUISystem::CSpellContainerList	012475c4	143	00544330
NUISystem::CSpellContainerList	012475c4	48	00544350
NUISystem::CSpellContainerList	012475c4	151	00544520
NUISystem::CSpellContainerList	012475c4	152	00544810
NUISystem::CSpellContainerList	012475a0	1	00544d20
NUISystem::CSpellContainerList	012475c4	59	00545370
NUISystem::CSpellContainerList	012475c4	147	005453d0
NUISystem::CSpellContainerList	012475c4	149	005455a0
NUISystem::CSpellContainerList	012475c4	150	005455b0
NUISystem::CSpellContainerList	012475a0	0	005455d0
NUISystem::CSpellContainerList	01247598	0	005455e0
NUISystem::CSpellContainerList	012475c4	0	005455f0
NUISystem::CSpellContainer	0124786c	64	00545610
NUISystem::CSpellContainer	0124786c	146	00545670
NUISystem::CSpellContainer	0124786c	143	005458a0
NUISystem::CSpellContainer	0124786c	144	00545b10
NUISystem::CSpellContainer	0124786c	147	00545df0
NUISystem::CSpellContainer	0124786c	43	00545e60
NUISystem::CSpellContainer	0124786c	142	00545f00
NUISystem::CSpellContainer	0124786c	145	00546060
NUISystem::CSpellContainer	0124786c	148	00546070
NUISystem::CSpellContainer	01247848	0	00546080
NUISystem::CSpellContainer	01247840	0	00546090
NUISystem::CSpellContainer	0124786c	0	005460a0
NUISystem::CComponentContainer	01247af4	142	00546140
NUISystem::CComponentContainer	01247af4	43	005461d0
NUISystem::CComponentContainer	01247af4	143	00546320
NUISystem::CComponentContainer	01247acc	0	005465b0
NUISystem::CComponentContainer	01247ac4	0	005465c0
NUISystem::CComponentContainer	01247af4	0	005465d0
NUISystem::CZoomingComponent	01247dc4	43	00546690
NUISystem::CZoomingComponent	01247dc4	142	005466b0
NUISystem::CZoomingComponent	01247da0	1	005467f0
NUISystem::CZoomingComponent	01247dc4	48	005469e0
NUISystem::CZoomingComponent	01247dc4	1	00546a50
NUISystem::CZoomingComponent	01247dc4	143	00546b80
NUISystem::CZoomingComponent	01247dc4	144	00546ba0
NUISystem::CZoomingComponent	01247dc4	145	00546bc0
NUISystem::CZoomingComponent	01247dc4	146	00546be0
NUISystem::CZoomingComponent	01247da0	0	00546c00
NUISystem::CZoomingComponent	01247d98	0	00546c10
NUISystem::CZoomingComponent	01247dc4	0	00546c20
NUISystem::CTextContainer	01248064	59	00546c90
NUISystem::CTextContainer	01248064	43	00546d90
NUISystem::CTextContainer	0124803c	0	00546ee0
NUISystem::CTextContainer	01248034	0	00546ef0
NUISystem::CTextContainer	01248064	0	00546f00
NUISystem::CScrollingComponent	012482cc	1	00546fc0
NUISystem::CScrollingComponent	012482cc	48	00547010
NUISystem::CScrollingComponent	012482cc	34	00547050
NUISystem::CScrollingComponent	012482cc	43	00547160
NUISystem::CScrollingComponent	012482a8	0	00547240
NUISystem::CScrollingComponent	012482a0	0	00547250
NUISystem::CScrollingComponent	012482cc	0	00547260
NUISystem::CSwappingStateComponent	012485ac	43	00547360
NUISystem::CSwappingStateComponent	012485ac	1	00547380
NUISystem::CSwappingStateComponent	012485ac	142	00547970
NUISystem::CSwappingStateComponent	01248584	0	00547980
NUISystem::CSwappingStateComponent	0124857c	0	00547990
NUISystem::CSwappingStateComponent	012485ac	0	00547ab0
NUISystem::CMovie	0124881c	43	00547bd0
NUISystem::CMovie	0124881c	23	00547be0
NUISystem::CMovie	0124881c	48	00547c90
NUISystem::CMovie	0124881c	1	00547e40
NUISystem::CMovie	0124881c	2	00547f60
NUISystem::CMovie	0124881c	111	005484f0
NUISystem::CMovie	0124881c	142	00548510
NUISystem::CMovie	0124881c	143	00548520
NUISystem::CMovie	012487f4	0	00548530
NUISystem::CMovie	012487ec	0	00548540
NUISystem::CMovie	0124881c	0	00548550
