address	name	module	calling_convention	return_type	parameter_count	parameter_types	evidence
00a79b30	Initialise	CNavQuadTreeNode	__thiscall	void	4	CNavQuadTreeNode *,CNavQuadTree &,ENavQuadTreeNodeType &,vector<unsigned __int64,std::allocator<unsigned __int64> > &	Ego_r private PDB exact CNavQuadTreeNode::Initialise symbol
00a7a5e0	InitialiseLines	CNavQuadTree	__thiscall	void	3	CNavQuadTree *,vector<std::list<C2DLineF,std::allocator<C2DLineF> >,std::allocator<std::list<C2DLineF,std::allocator<C2DLineF> > > > &,vector<C2DLineF,std::allocator<C2DLineF> > &	Ego_r private PDB exact symbol and reference-qualified parameters
00a0aa90	SetViewport	NInventory::CTCInventoryBase	__thiscall	void	2	CTCInventoryBase *,C2DBoxI const &	Retail 11-byte wrapper loads the display manager at this+0x3A3C and tail-calls CDisplayManager::SetViewport with the caller's single stack argument; VC7.1 source relocation-matches.
00a0b560	SetViewportFloat	NInventory::CTCInventoryBase	__thiscall	void	2	CTCInventoryBase *,C2DBoxF const &	RenderProgress passes a floating viewport by reference; the 42-byte retail wrapper converts it through GFVBoxToABox then calls CDisplayManager::SetViewport, and VC7.1 source relocation-matches.
00557850	NUISystem::CKeyRedefiner::OnLeftClicked	NUISystem::CKeyRedefiner	__thiscall	void	1	NUISystem::CKeyRedefiner *	PDB-backed FableWin vtable-slot parity: retail slot 0x0124b004 points to the 0x00557850 tail-jump and corresponds exactly to CKeyRedefiner::OnLeftClicked.
00557880	NUISystem::CKeyRedefiner::OnUnhovered	NUISystem::CKeyRedefiner	__thiscall	void	1	NUISystem::CKeyRedefiner *	PDB-backed FableWin vtable-slot and body parity: the slot follows OnHovered and dispatches state 4; the former duplicate OnHovered identity was a BSim collision.
00557af0	NUISystem::CKeyRedefiner::OnLeftUnclicked	NUISystem::CKeyRedefiner	__thiscall	void	1	NUISystem::CKeyRedefiner *	PDB-backed FableWin vtable-slot and body parity: retail slot 0x0124b008 enters the exact key-capture subscription state.
00557c10	NUISystem::CKeyRedefiner::ChangeState	NUISystem::CKeyRedefiner	__thiscall	void	2	NUISystem::CKeyRedefiner *,ulong	PDB-backed FableWin vtable-slot and body parity: calls CComponent::ChangeState, manages front-end focus and cancellation, and uses the exact unsigned-long state parameter.
00551bc0	NUISystem::CTable::ConstructVerticalLine	NUISystem::CTable	__thiscall	void	6	NUISystem::CTable *,CCountedPointer<NUISystem::CComponent>,CCountedPointer<NUISystem::CComponent>,C2DVector &,ulong,ulong	PDB-backed FableWin identity plus retail body/vtable parity; counted pointers are passed by value and the mutable cursor is an exact C2DVector reference.
00557860	NUISystem::CKeyRedefiner::OnHovered	NUISystem::CKeyRedefiner	__thiscall	void	1	NUISystem::CKeyRedefiner *	PDB-backed FableWin vtable-slot and byte-level body parity: calls CClickable::OnHovered and changes the visual state to 3.
0041a180	FableGetCacheDirectory_0041A180	_global	__fastcall	CWideString	0		GFMain supplies the hidden return slot in ECX; the 17-byte body constructs the literal Data\Cache\ and relocation-matches VC7.1 source, rejecting the unrelated CUserProfileManager donor identity.
00415440	FableGetStreamingFontBankName_00415440	_global	__fastcall	CCharString	0		GFMain supplies the hidden return slot in ECX; the 178-byte eight-way language selector returns STREAMING_FONT_*_PC names and relocation-matches VC7.1 source.
009a0ef0	CXMVPlayer::SetLeftAlignText	CXMVPlayer	__fastcall	void	1	bool	The seven-byte retail leaf stores CL directly into the recovered 0x013C5A7C movie-layout flag; VC7.1 source relocation-matches and behavior-gates both values.
0099b150	CWideString::operator!=	CWideString	__thiscall	bool	2	CWideString const *,wchar_t const *	The 121-byte retail leaf is the wide-literal inequality overload: it inlines equality, compares null storage against the shared empty literal, otherwise checks stored length and MemCmp_Unsigned16, then negates the result.
0099cf10	CSystemRegistry::CSystemRegistry	CSystemRegistry	__thiscall	CSystemRegistry *	3	CSystemRegistry *,CWideString const &,long	The 95-byte retail constructor selects HKCU for 0, HKCR for 2, and HKLM otherwise, then opens or creates the requested key with KEY_ALL_ACCESS; injectable import-slot source relocation-matches VC7.1 without mutating the host registry in tests.
0099cf70	CSystemRegistry::~CSystemRegistry	CSystemRegistry	__thiscall	void	1	CSystemRegistry *	The 15-byte retail destructor closes the stored key only when non-null; injectable import-slot source relocation-matches VC7.1.
0099d100	CSystemRegistry::WriteBOOL	CSystemRegistry	__thiscall	void	3	CSystemRegistry const *,CWideString const &,int	The 53-byte retail const method writes a four-byte REG_DWORD only when the stored key is non-null; memory-only import injection proves behavior and VC7.1 relocation parity.
0040d400	CUserProfileManager::SetProfileName	CUserProfileManager	__thiscall	void	3	CUserProfileManager *,CWideString const &,bool	Ego_r and FableWin PDBs provide the exact SetProfileName signature; GFMain passes its optional profile name and true, the 44-byte body assigns the member at +0x08 then dispatches Load for true or Save for false, rejecting the unrelated AddLineToDrawBuffer BSim donor.
0040d2a0	CTBaseSingleton<CUserProfileManager>::Get	CUserProfileManager	__fastcall	CUserProfileManager &	0		The 69-byte retail singleton getter allocates the PDB-backed 0x140-byte CUserProfileManager, invokes its constructor, stores it through the counted owner at 0x013B7D4C, and returns the cached reference; VC7.1 source relocation-matches and gates cached, successful, and failed allocation paths.
00401b80	GFUninitialise	_global	__cdecl	void	0		Ego_r PDB names the corresponding shutdown coordinator GFUninitialise; the retail 64-byte body ignores incoming registers and closes the init base, file installer, bank manager, system manager, threaded-file manager, streaming font cache, and primitive manager in fixed order, rejecting the unrelated CAIStateGroup_JackDragon destructor collision.
00401c00	GFHandleSystemInitError	_global	__stdcall	void	1	ulong	The 744-byte retail dispatcher constructs the Fable application name, maps initialization codes 2/4/5/6/10/12-17 to exact critical-error strings, falls back for unknown codes, and destroys every temporary; an explicit recovered 0x2C POD slot layout reproduces VC7.1's distinct case temporaries and 100-relocation switch body exactly.
00418c3b	CMainGameComponent::GenerateMetFilesFromLugFiles	CMainGameComponent	__fastcall	void	0		Ego_r and FableWin private symbols expose the exact static signature as ?GenerateMetFilesFromLugFiles@CMainGameComponent@@SIXXZ; retail expands the donor stub into a 399-byte *.lug enumeration and .met generation loop called conditionally by GFMain.
009a6610	CSystemManager::Initialise	CSystemManager	__thiscall	ESystemCode	2	CSystemManager *,CSystemManagerInit *	Ego_r private symbols establish ESystemCode CSystemManager::Initialise(CSystemManagerInit*); retail uses a newer 0xC8 init record and 0x180 manager layout, and its 998-byte coordinator relocation-matches VC7.1 with window-failure, drive-failure, bootstrap-skip, and full-success behavior coverage.
00401fe0	EULA::DoEULAThings	EULA	__fastcall	int	0		Ego_r private symbols and the retail 136-byte body establish int __fastcall EULA::DoEULAThings(); the exact DLL/export coordinator is behavior-gated for load failure, missing export, rejection, accepted language, and empty-language fallback.
004017b0	GFConfigDetection	_global	__fastcall	bool	0		Ego_r private symbols establish bool __fastcall GFConfigDetection(); the retail 875-byte body maps ConfigDetect exports into runtime flags, registry state, software fallback, and clamped capability ranges, matching VC7.1 across 78 relocations.
004045c0	CPersistContext::Transfer<signed char>	CPersistContext	__thiscall	void	4	CPersistContext *,char const *,signed char &,signed char const &	Ego_r private symbols establish the template specialization signature; the exact 27-byte dispatcher and five non-contiguous retail switch bodies cover text load/save, binary input/output, and default assignment.
004046b0	std::list<CStringParserCommentBoundaries>::~list	std::list<CStringParserCommentBoundaries>	__thiscall	void	1	std::list<CStringParserCommentBoundaries> *	CStringParser private type layout places its Comments list at +0x14, matching GFMain's lea ecx,[esp+6Ch]; the 62-byte body frees each circular-list node, relinks the sentinel, then frees the sentinel, disproving the propagated GUI tree-sort label.
00405350	NUISystem::CIME::LoadIMESettings	NUISystem::CIME	__fastcall	void	1	CPersistContext &	Ego_r private symbol ?LoadIMESettings@CIME@NUISystem@@SIXAAVCPersistContext@@@Z and its byte-identical 765-byte donor establish the static fastcall signature; behavior covers eight signed-byte settings and twelve colour transfers.
009a76c0	NBankFileManager::SetHeaderDir	NBankFileManager	__fastcall	void	1	CWideString const &	The 12-byte TLC body and byte-identical Ego_r donor ?SetHeaderDir@NBankFileManager@@YIXABVCWideString@@@Z copy GFMain's retail/development header directory into the shared bank-file-manager wide string; the propagated CEngineSubPrimitiveBase::operator new label was a COMDAT collision.
0041a430	NResourceDirectoryNames::GetMyDocumentsDir	NResourceDirectoryNames	__fastcall	CWideString	0		Ego_r private symbol ?GetMyDocumentsDir@NResourceDirectoryNames@@YI?AVCWideString@@XZ establishes the hidden-return fastcall identity; TLC's exact 141-byte body queries CSIDL_PERSONAL, appends a missing trailing backslash, and returns counted wide-string storage.
0041a540	NResourceDirectoryNames::GetSaveDir	NResourceDirectoryNames	__fastcall	CWideString	0		Ego_r private symbol ?GetSaveDir@NResourceDirectoryNames@@YI?AVCWideString@@XZ establishes the hidden-return fastcall identity; TLC's exact 99-byte chain appends My Games\\Fable\\, Saves, and a trailing backslash with balanced intermediate lifetimes.
00403e40	CCountedPointer<CIPhysicsFacesSegmentBase const>::Reset	CCountedPointer<CIPhysicsFacesSegmentBase const>	__thiscall	void	2	CCountedPointer<CIPhysicsFacesSegmentBase const> *,CIPhysicsFacesSegmentBase const *	Ego_r private symbol ?Reset@?$CCountedPointer@$$CBVCIPhysicsFacesSegmentBase@@@@QAEXPBVCIPhysicsFacesSegmentBase@@@Z confirms the specialization; the exact 103-byte body releases the prior control block and allocates a new one with the recovered deleter.
0099b800	CWideString::operator=(wchar_t const*)	CWideString	__thiscall	CWideString const &	2	CWideString *,wchar_t const *	Ego_r decorated symbol ??4CWideString@@QAEABV0@PB_W@Z, TLC's wide instance/storage layout, and the caller's wide literal establish assignment identity; the exact body releases counted storage before allocating a non-empty replacement.
0099be70	operator+(CWideString const&,CWideString const&)	_global	__fastcall	CWideString	2	CWideString const &,CWideString const &	Ego_r decorated symbol ??H@YI?AVCWideString@@ABV0@0@Z and GFMain's hidden-return/EDX/stack call shape disprove the propagated narrow AssignFromData label; the exact body balances the temporary and result wide-string owners.
009d4c30	CDefStringTable::LoadTable	CDefStringTable	__thiscall	void	2	CDefStringTable *,bool	Ego_r private signature and byte-identical 164-byte donor establish LoadTable(bool); TLC behavior proves missing-path no-op, disk/input-stream construction, ReadTable, loaded/read-only state, and reverse-order cleanup.
009c85a0	NGameText::CDataBank::CDataBank	NGameText::CDataBank	__thiscall	NGameText::CDataBank *	1	NGameText::CDataBank *	Ego_r private type layout and constructor/destructor symbols identify the 0x214-byte TLC allocation as NGameText::CDataBank, disproving the propagated compressed-stream label; the exact body constructs its bank bases, initializes four vectors and the seed, and configures a 0x10000-byte resource limit.
009c9070	NGameText::CDataBank::GetPGroupEntry	NGameText::CDataBank	__thiscall	CIVCountedPointer<NGameText::CGroupEntry const>	3	NGameText::CDataBank const *,unsigned long,bool	Ego_r decorated symbol ?GetPGroupEntry@CDataBank@NGameText@@QBE?AV?$CIVCountedPointer@$$CBVCGroupEntry@NGameText@@@@K_N@Z establishes the const hidden-return signature; the exact TLC body behavior-gates type rejection, nonblocking pending loads, synchronous construction, LRU refresh, and intrusive reference acquisition.
00402130	FableCheckMyDocumentsWritePermissions_00402130	_global	__fastcall	unsigned long	1	CWideString const &	GFMain's ECX call shape and the wide substring/concatenation/conversion chain establish a fastcall CWideString path probe, correcting the stale explicit-parameter audit; the exact body rejects redirected paths, verifies create/open/delete access, maps failures to text keys, and returns their CRC.
009ac4d0	NBankFileManager::CRetailBank::CRetailBank	NBankFileManager::CRetailBank	__thiscall	NBankFileManager::CRetailBank *	1	NBankFileManager::CRetailBank *	Ego_r private type and constructor symbols identify the 0x28-byte TLC allocation in OpenRetailBank, disproving the propagated CEntitySoundDef label; the exact body initializes both counted owners, DMA state, the contained-bank map sentinel, and the file-path string.
0098dfd0	CThreadedFile::CThreadedFile	CThreadedFile	__thiscall	CThreadedFile *	1	CThreadedFile *	Ego_r private type and constructor symbol identify OpenRetailBank's final 0x1C-byte allocation, disproving the propagated NPlayerGui::CMultiStatBar label; the exact TLC body constructs the filename, clears both mode flags, and initializes the file handle to INVALID_HANDLE_VALUE.
009a9c80	CCountedPointer<CThreadedFile>::Reset	CCountedPointer<CThreadedFile>	__thiscall	void	2	CCountedPointer<CThreadedFile> *,CThreadedFile *	Ego_r private symbol ?Reset@?$CCountedPointer@VCThreadedFile@@@@QAEXPAVCThreadedFile@@@Z identifies OpenRetailBank's threaded-file owner, disproving the propagated physics-faces specialization; the exact body releases the old owner and constructs the 12-byte control block with the correct deleter.
0098e1e0	CThreadedFile::Open	CThreadedFile	__thiscall	bool	3	CThreadedFile *,CWideString const &,bool	Ego_r private symbol ?Open@CThreadedFile@@QAE_NABVCWideString@@_N@Z establishes the pathname/no-caching signature; the exact TLC body resolves the full path, selects the D-drive device and caching flags, opens the Win32 handle, records size/sort order, and commits ownership only on success.
009ac530	NBankFileManager::CContainedBankMap::operator[]	NBankFileManager::CContainedBankMap	__thiscall	NBankFileManager::CContainedBank *	2	NBankFileManager::CContainedBankMap *,CCharString const &	OpenRetailBank stores five consecutive unsigned-long header fields into the 0x14-byte value returned from this function, while Ego_r identifies NBankFileManager::CContainedBank and its exact field layout; this disproves the propagated C2DVector map specialization.
009a8840	CBankFileManager::OpenRetailBank	CBankFileManager	__thiscall	void	3	CBankFileManager *,CWideString const &,bool	Ego_r private symbol ?OpenRetailBank@CBankFileManager@@QAEXABVCWideString@@_N@Z establishes the signature; the exact TLC body proves BIGB magic/version guards, counted disk/retail/threaded ownership, header-buffer parsing into five-field CContainedBank values, and final asynchronous file opening.
009a8170	CBankFileManager::OpenIniFile	CBankFileManager	__thiscall	void	2	CBankFileManager *,CWideString const &	Ego_r private symbol ?OpenIniFile@CBankFileManager@@QAEXABVCWideString@@@Z establishes the signature and CBankInfo layout; the exact TLC body clears the bank map, parses retail-file and header-directory directives, populates four pathname fields plus the registered-bank pointer, and derives the manager base path.
0057929a	ListNode_InsertBefore_0057929a	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated creature-action identity
0057fd7d	ListNode_InsertBefore_0057fd7d	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
00593ade	ListNode_InsertBefore_00593ade	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
005bb0a7	ListNode_InsertBefore_005bb0a7	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated creature-action identity
005d8626	ListNode_InsertBefore_005d8626	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
005f891f	ListNode_InsertBefore_005f891f	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
00655f8b	ListNode_InsertBefore_00655f8b	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
00655fb0	ListNode_InsertBefore_00655fb0	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065600a	ListNode_InsertBefore_0065600a	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
00656239	ListNode_InsertBefore_00656239	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fcca	ListNode_InsertBefore_0065fcca	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fcef	ListNode_InsertBefore_0065fcef	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fd14	ListNode_InsertBefore_0065fd14	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fd39	ListNode_InsertBefore_0065fd39	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fd5e	ListNode_InsertBefore_0065fd5e	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fd83	ListNode_InsertBefore_0065fd83	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fda8	ListNode_InsertBefore_0065fda8	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fdcd	ListNode_InsertBefore_0065fdcd	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
0065fdf2	ListNode_InsertBefore_0065fdf2	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
006605d5	ListNode_InsertBefore_006605d5	_global	__stdcall	void **	3	void **,void *,unsigned long	Exact 37-byte retail list-splice body matches the proven family after masking only the allocator call; rejects propagated luaV_Cclosure identity
00443580	PolymorphicRangeCleanup_00443580	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
004435c0	PolymorphicRangeCleanup_004435c0	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443600	PolymorphicRangeCleanup_00443600	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443640	PolymorphicRangeCleanup_00443640	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443680	PolymorphicRangeCleanup_00443680	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
004436c0	PolymorphicRangeCleanup_004436c0	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443700	PolymorphicRangeCleanup_00443700	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443740	PolymorphicRangeCleanup_00443740	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443780	PolymorphicRangeCleanup_00443780	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
004438f0	PolymorphicRangeCleanup_004438f0	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443a20	PolymorphicRangeCleanup_00443a20	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
00443a60	PolymorphicRangeCleanup_00443a60	_gapscan	__fastcall	void	1	void *	Exact 63-byte null-safe virtual range cleanup matches the proven family after masking only free/delete relocations
0042b646	ListPushFrontWrapper_0042b646	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00493d16	ListPushFrontWrapper_00493d16	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0053cae8	ListPushFrontWrapper_0053cae8	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0057955a	ListPushFrontWrapper_0057955a	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0058056f	ListPushFrontWrapper_0058056f	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005805c9	ListPushFrontWrapper_005805c9	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005939ee	ListPushFrontWrapper_005939ee	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00593f00	ListPushFrontWrapper_00593f00	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00593f1f	ListPushFrontWrapper_00593f1f	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005bb3ef	ListPushFrontWrapper_005bb3ef	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005d86b2	ListPushFrontWrapper_005d86b2	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005f8f50	ListPushFrontWrapper_005f8f50	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005f8f6f	ListPushFrontWrapper_005f8f6f	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00655eb4	ListPushFrontWrapper_00655eb4	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00655f36	ListPushFrontWrapper_00655f36	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00655f62	ListPushFrontWrapper_00655f62	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0065617d	ListPushFrontWrapper_0065617d	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00656197	ListPushFrontWrapper_00656197	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006561c8	ListPushFrontWrapper_006561c8	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006567ec	ListPushFrontWrapper_006567ec	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006604d1	ListPushFrontWrapper_006604d1	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006604eb	ListPushFrontWrapper_006604eb	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00660505	ListPushFrontWrapper_00660505	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0066051f	ListPushFrontWrapper_0066051f	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00660539	ListPushFrontWrapper_00660539	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00660553	ListPushFrontWrapper_00660553	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
0066056d	ListPushFrontWrapper_0066056d	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00660587	ListPushFrontWrapper_00660587	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006605a1	ListPushFrontWrapper_006605a1	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
006605bb	ListPushFrontWrapper_006605bb	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
00660fc9	ListPushFrontWrapper_00660fc9	_global	__thiscall	void	2	void *,unsigned long	Exact 26-byte frame-based list push-front wrapper matches the proven family after masking only the inner insert call; rejects propagated unrelated identity
005792bf	CircularListInitialize_005792bf	_global	__fastcall	void **	3	void **,void *,void *	Exact 27-byte output-pointer sentinel allocator/self-link helper rejects propagated CTCInventoryExperience constructor identity
0057fda2	CircularListInitialize_0057fda2	_global	__fastcall	void **	3	void **,void *,void *	Exact 27-byte output-pointer sentinel allocator/self-link helper rejects propagated CTCHeroStats constructor identity
004ab4d0	ListSentinel_DefaultConstruct_004ab4d0	_global	__fastcall	void **	3	void **,void *,void *	Exact 30-byte owner-list sentinel constructor allocates and self-links a 12-byte node; rejects propagated std::vector identity
00691c20	CInputProcessCreatureMovementWatchForControlAngleChange::Init	CInputProcessCreatureMovementWatchForControlAngleChange	__thiscall	void	1	CInputProcessCreatureMovementWatchForControlAngleChange *	Ego_r decorated symbol has no explicit parameters and the exact retail body zeroes PDB member LastJoyDirection at +0x28; rejects propagated CWADFile receiver
005db280	CAnimComponentCombatHandedness::TransferBinaryOut	CAnimComponentCombatHandedness	__thiscall	void	2	CAnimComponentCombatHandedness *,CDataOutputStream &	Ego_r decorated symbol and PDB layout identify StartHandedness/EndHandedness at +0x08/+0x0c; exact call sequence writes both fields and rejects propagated CGraphicDataBank receiver
005db2e0	CAnimComponentCombatComboChain::TransferBinaryOut	CAnimComponentCombatComboChain	__thiscall	void	2	CAnimComponentCombatComboChain *,CDataOutputStream &	Ego_r decorated symbol and PDB layout identify ComboStage/ComboID at +0x08/+0x0c; exact call sequence writes both fields and rejects propagated CGraphicDataBank receiver
006fed00	CReactionFrequencyTraits_LinearTime::TransferBinaryOut	CReactionFrequencyTraits_LinearTime	__thiscall	void	2	CReactionFrequencyTraits_LinearTime *,CDataOutputStream &	Ego_r decorated symbol and PDB layout identify MinWait/WaitRange at +0x04/+0x08; exact call sequence writes both fields and rejects propagated CGraphicDataBank receiver
00aae220	C3DAnimFileTimingEventChunk::WriteToFile	C3DAnimFileTimingEventChunk	__thiscall	void	3	C3DAnimFileTimingEventChunk *,CDataOutputStream &,CChunkedFileSaver &	Ego_r decorated symbol and PDB layout identify Name/Time at +0x10/+0x14; relocation-exact call sequence writes both fields using the reference signature
005db3d0	CAnimComponentCombatFlourishTargetOffset::TransferBinaryOut	CAnimComponentCombatFlourishTargetOffset	__thiscall	void	2	CAnimComponentCombatFlourishTargetOffset *,CDataOutputStream &	Ego_r decorated symbol and packed PDB layout identify TargetOffset/TargetOffsetVector at +0x08/+0x09; relocation-exact writer rejects propagated pointer-form signature
