class	offset	donor_type	donor_name	donor_size	retail_type	retail_name	retail_size	verdict	evidence
CCreatureActionHeroJump	0x14	unsigned char	_base_0x04	296	char	p14	8	RETAIL_ONLY	CCreatureActionHeroJump_IsPreventingNormalMovement_0085b8a0.cpp
CCreatureActionHeroJump	0x14	unsigned char	_base_0x04	296	int	m14	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureActionHeroJump	0x18	unsigned char	_base_0x04	296	int	m18	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureActionHeroJump	0x1c	unsigned char	_base_0x04	296	int	f1c	4	RETAIL_ONLY	CCreatureActionHeroJump_IsPreventingNormalMovement_0085b8a0.cpp
CCreatureActionHeroJump	0x1c	unsigned char	_base_0x04	296	int	m1c	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureActionHeroJump	0x4	unsigned char	_base_0x04	296	int	m04	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureActionHeroJump	0x8	unsigned char	_base_0x04	296	int	m08	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureActionHeroJump	0xc	unsigned char	_base_0x04	296	int	m0c	4	RETAIL_ONLY	CCreatureActionHeroJump_FrameUpdateCCreatureActionHeroJumpUAEXXZ_0085bad0.cpp
CCreatureAction_ActivateQuest	0x63	unsigned char	_pad_0x60	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_BanditKingAttack	0x114	unsigned char	_pad_0x114	4	unsigned char	m_v	1	RETAIL_ONLY	previous header
CCreatureAction_BanditKingUnstuck	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_BeStunned	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionBeStunned_GetAnimDelayTime_008659e0.cpp
CCreatureAction_BlockBroken	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionBlockBroken_IsToFaceTargetAtStart_00739a50.cpp
CCreatureAction_BlockRespond	0x131	unsigned char	_base_0x04	312	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_DragonFlight	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_GenericAimProjectileWeapon	0x10	unsigned char	_base_0x04	296	long	f10	4	RETAIL_ONLY	previous header
CCreatureAction_GetOutOfBed	0x62	unsigned char	_pad_0x60	4	bool	interrupted	1	RETAIL_ONLY	previous header
CCreatureAction_GetUpFromSitting	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionGetUpFromSitting_IsMovementUsingPhysics_008601d0.cpp
CCreatureAction_GetUpFromSitting	0x10	unsigned char	_pad_0x10	4	int	m_a	4	RETAIL_ONLY	CCreatureActionGetUpFromSitting_OnAnimationLoadedCCreatureActionGetUpFromSitting_008b6530.cpp
CCreatureAction_GetUpFromSitting	0x14	unsigned char	_pad_0x14	4	int	m_b	4	RETAIL_ONLY	CCreatureActionGetUpFromSitting_OnAnimationLoadedCCreatureActionGetUpFromSitting_008b6530.cpp
CCreatureAction_IceTrollIcicleAssaultLoop	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionIceTrollIcicleAssaultLoop_IsStrikeAction_008e4540.cpp
CCreatureAction_JackGetUp	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionJackGetUp_IsToEvadeAllHits_008c3890.cpp
CCreatureAction_LeapLong	0x114	unsigned char	_pad_0x114	4	unsigned char	b114	1	RETAIL_ONLY	previous header
CCreatureAction_NymphGetHit	0x10	unsigned char	_pad_0x10	4	long	m_a	4	RETAIL_ONLY	previous header
CCreatureAction_NymphGetHit	0x14	unsigned char	_pad_0x14	4	long	m_b	4	RETAIL_ONLY	previous header
CCreatureAction_NymphSummonOutOf	0x8	unsigned char	_base_0x04	296	unsigned char	sub8	4	RETAIL_ONLY	previous header
CCreatureAction_PerformExpression	0xa8	unsigned char	_pad_0xa8	4	Inner*	p	4	RETAIL_ONLY	CCreatureActionPerformExpression_IsToHaveEmptyHands_00842c20.cpp
CCreatureAction_PerformExpression	0xa8	unsigned char	_pad_0xa8	4	Inner*	p	4	RETAIL_ONLY	CCreatureActionPerformExpression_IsToReplaceItemIfRemoved_00842c30.cpp
CCreatureAction_PerformExpression	0xa8	unsigned char	_pad_0xa8	4	long	p	4	RETAIL_ONLY	previous header
CCreatureAction_PerformExpressionExtended	0xa8	unsigned char	_pad_0xa8	4	Inner*	p	4	RETAIL_ONLY	CCreatureActionPerformExpression_IsToReplaceItemIfRemovedExt_00842c40.cpp
CCreatureAction_PerformExpressionExtended	0xa8	unsigned char	_pad_0xa8	4	long	p	4	RETAIL_ONLY	previous header
CCreatureAction_PickCrop	0xa8	unsigned char	_pad_0xa8	4	long	sub	4	RETAIL_ONLY	previous header
CCreatureAction_PlayAnimation	0xa8	unsigned char	_pad_0xa8	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_PlayAnimation	0xa9	unsigned char	_pad_0xa8	4	unsigned char	f_2	1	RETAIL_ONLY	previous header
CCreatureAction_PlayAnimation	0xb0	unsigned char	_pad_0xb0	4	unsigned char	f_3	1	RETAIL_ONLY	previous header
CCreatureAction_PlayCombatAnimation	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_PlayCombatAnimation	0x115	unsigned char	_pad_0x114	4	unsigned char	f_2	1	RETAIL_ONLY	previous header
CCreatureAction_PlayCombatAnimation	0x116	unsigned char	_pad_0x114	4	unsigned char	f_3	1	RETAIL_ONLY	previous header
CCreatureAction_PlayIntoLoopOutOfAnimation	0xb8	long	NumberOfTimesToLoop	4	unsigned char	f	1	CONFLICT	CCreatureActionPlayIntoLoopOutOfAnimation_IsUsingAnimationMovement_0084a860.cpp
CCreatureAction_RiseUp	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionRiseUp_IsOverrideableByActionOfSamePriority_0074db90.cpp
CCreatureAction_RiseUp	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	CCreatureActionRiseUp_IsToFaceTargetAtStart_0074db70.cpp
CCreatureAction_ScorpionRecover	0x8	unsigned char	_base_0x04	296	Member8	m8	4	RETAIL_ONLY	previous header
CCreatureAction_SpiritAttack	0x10	unsigned char	_pad_0x10	4	int	field10	4	RETAIL_ONLY	previous header
CCreatureAction_SpiritReturnToHero	0x10	unsigned char	_base_0x04	176	long	field_10	4	RETAIL_ONLY	previous header
CCreatureAction_SpiritReturnToHero	0x14	unsigned char	_base_0x04	176	long	field_14	4	RETAIL_ONLY	previous header
CCreatureAction_StartBlocking	0x10	unsigned char	_base_0x04	296	int	field_10	4	RETAIL_ONLY	CCreatureActionStartBlocking_CCreatureActionStartBlockingFrameUpdate_008552e0.cpp
CCreatureAction_StartBlocking	0x10	unsigned char	_base_0x04	296	long	field_10	4	RETAIL_ONLY	previous header
CCreatureAction_StartBlocking	0x4	unsigned char	_base_0x04	296	int	field_4	4	RETAIL_ONLY	CCreatureActionStartBlocking_CCreatureActionStartBlockingFrameUpdate_008552e0.cpp
CCreatureAction_StartBlocking	0x4	unsigned char	_base_0x04	296	long	field_4	4	RETAIL_ONLY	previous header
CCreatureAction_StartBlocking	0x8	unsigned char	_base_0x04	296	int	field_8	4	RETAIL_ONLY	CCreatureActionStartBlocking_CCreatureActionStartBlockingFrameUpdate_008552e0.cpp
CCreatureAction_StartBlocking	0x8	unsigned char	_base_0x04	296	long	field_8	4	RETAIL_ONLY	previous header
CCreatureAction_StartBlocking	0xc	unsigned char	_base_0x04	296	int	field_c	4	RETAIL_ONLY	CCreatureActionStartBlocking_CCreatureActionStartBlockingFrameUpdate_008552e0.cpp
CCreatureAction_StartBlocking	0xc	unsigned char	_base_0x04	296	long	field_c	4	RETAIL_ONLY	previous header
CCreatureAction_TentacleIdle	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionTentacleIdle_IsMovementUsingPhysics_008cf970.cpp
CCreatureAction_TentacleStrikeLoop	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionTentacleStrikeLoop_IsMovementUsingPhysics_008cf9f0.cpp
CCreatureAction_TentacleStrikeOutOf	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionTentacleStrikeOutOf_IsOverrideableByActionOfSamePriority_008cfa80.cpp
CCreatureAction_TrollAngryGroundPound	0x8	unsigned char	_base_0x04	296	long	sub	4	RETAIL_ONLY	previous header
CCreatureAction_UndeadIdleUnderground	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionUndeadIdleUnderground_GetAnimationTransitionInTime_0074dd70.cpp
CCreatureAction_UndeadRiseUp	0x118	unsigned char	_pad_0x118	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_VillagerAttackKnockdown	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	previous header
CCreatureAction_WaspQueenDie	0x0	void*	__vftable	4	char	d	1	CONFLICT	CCreatureActionWaspQueenDie_HasFrameUpdate_008c5b70.cpp
CCreatureAction_WhisperSommersaultBackward	0x0	void*	__vftable	4	char	p	276	CONFLICT	CCreatureActionWhisperSommersaultBackward_IsToEvadeAllHits_0096bff0.cpp
CCreatureAction_WhisperSommersaultBackward	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	CCreatureActionWhisperSommersaultBackward_IsToEvadeAllHits_0096bff0.cpp
CCreatureAction_WhisperSommersaultBackward	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	CCreatureActionWhisperSommersaultBackward_PerformAction_008c0620.cpp
CCreatureAction_WhisperSommersaultForward	0x0	void*	__vftable	4	char	p	276	CONFLICT	CCreatureActionWhisperSommersaultForward_IsToEvadeAllHits_0096bf70.cpp
CCreatureAction_WhisperSommersaultForward	0x114	unsigned char	_pad_0x114	4	unsigned char	f	1	RETAIL_ONLY	CCreatureActionWhisperSommersaultForward_IsToEvadeAllHits_0096bf70.cpp
CCreatureDef	size			252	sizeof	GetSizeofClass	232	SIZE_CONFLICT	GetSizeofClass
CCreatureGenerationFamilyDef	size			104	sizeof	GetSizeofClass	92	SIZE_CONFLICT	GetSizeofClass
CCreatureGeneratorDef	size			68	sizeof	GetSizeofClass	64	SIZE_CONFLICT	GetSizeofClass
CCreatureModeDef	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CCreatureModeDef_TransferCCreatureModeDefUAEXAAVCPersistContextZ_004e7ea7.cpp
CCreatureModeDef	size			68	sizeof	GetSizeofClass	64	SIZE_CONFLICT	GetSizeofClass
CCreatureNavigationDef	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CCreatureNavigationDef_TransferCCreatureNavigationDefUAEXAAVCPersistCon_004dd9fe.cpp
CCriticalSectionLock	0x0	_RTL_CRITICAL_SECTION*	CriticalSection	4	void*	m_pSection	4	AGREE	CCriticalSectionLock_Lock_00a62980.cpp
CCriticalSectionLock	0x4	bool	Locked	1	unsigned char	m_bLocked	1	AGREE	CCriticalSectionLock_Lock_00a62980.cpp
CDataInputStream	0x4	unsigned long	StreamPos	4	unsigned long	f	4	AGREE	CDataInputStream_GetPosition_00405fa0.cpp
CDecapitationDef	0x28	long	BodyParticleEffect	4	CMember	m28	4	AGREE	CDecapitationDef_TransferCDecapitationDefUAEXAAVCPersistContextZ_004ded4e.cpp
CDecapitationDef	0x2c	long	Head	4	CMember	m2c	4	AGREE	CDecapitationDef_TransferCDecapitationDefUAEXAAVCPersistContextZ_004ded4e.cpp
CDefinitionManager	0x18	unsigned char	_pad_0x18	4	const CDefClassBase**	m_classArray	4	RETAIL_ONLY	previous header
CDefinitionManager	0x78	CVectorMap<unsigned_long,long,CKeyPairCompareLess<unsigned_long,long>_>	NameCRCToIndexMap	20	Slot*	s_first	4	CONTAINED	CDefinitionManager_ClearInstantiatedDefs_009ad950.cpp
CDefinitionManager	0x7c	CVectorMap<unsigned_long,long,CKeyPairCompareLess<unsigned_long,long>_>	NameCRCToIndexMap	20	Slot*	s_last	4	CONTAINED	CDefinitionManager_ClearInstantiatedDefs_009ad950.cpp
CDefinitionManager	0xa4	CArray<unsigned_char>	CompressedDefData	16	CDef**	d_first	4	CONTAINED	CDefinitionManager_ClearInstantiatedDefs_009ad950.cpp
CDefinitionManager	0xa4	CArray<unsigned_char>	CompressedDefData	16	CDefClassInfoRec**	m_classInfoTable	4	CONTAINED	CDefinitionManager_GetDefClassTypeNameFromGlobalIndex_009acce0.cpp
CDefinitionManager	0xa4	CArray<unsigned_char>	CompressedDefData	16	CDefEntry**	globalIndexTable	4	CONTAINED	CDefinitionManager_GetDefNameFromGlobalIndex_009accc0.cpp
CDefinitionManager	0xa8	CVectorMap<unsigned_long,unsigned_long,CKeyPairCompareLess<unsigned_long,unsigned_long>_>	CompressedOffsets	20	CDef**	d_last	4	CONTAINED	CDefinitionManager_ClearInstantiatedDefs_009ad950.cpp
CDegradableDef	size			64	sizeof	GetSizeofClass	60	SIZE_CONFLICT	GetSizeofClass
CDiskFileWin32	0x18	CWideStringData*	Pathname_PStringData	4	char	name	4	AGREE_KIND_SOFT	CDiskFileWin32_GetPathnameCDiskFileWin32UBEAVCWideS_00401690.cpp
CDisplayEngine	0xbc	CFadeInFadeOutBase	ScreenFadeOutInfo	28	unsigned char	fadeActive	1	CONTAINED	CDisplayEngine_IsScreenFullyFadedOut_004a9210.cpp
CDisplayEngine	0xc8	CFadeInFadeOutBase	ScreenFadeOutInfo	28	unsigned char	flagC8	1	CONTAINED	CDisplayEngine_IsScreenFullyFadedOut_004a9210.cpp
CDisplayEngine	0xc9	CFadeInFadeOutBase	ScreenFadeOutInfo	28	unsigned char	flagC9	1	CONTAINED	CDisplayEngine_IsScreenFullyFadedOut_004a9210.cpp
CDisplayViewManager	0x0	CViewBase*	PCurrentView_Data	4	IRenderable*	pView	4	AGREE	CDisplayViewManager_Render_00c31b30.cpp
CDragonActionHoverDef	0x28	float	WindSpeed	4	CSubField	field28	4	CONFLICT	CDragonActionHoverDef_Transfer_00452ccd.cpp
CDragonActionNapalmDef	0x28	float	ChargeUpTime	4	Field	f0	4	CONFLICT	CDragonActionNapalmDef_TransferCDragonActionNapalmDefUAEXAAVCPersistCon_00452c94.cpp
CDragonActionNapalmDef	0x2c	float	WindSpeed	4	Field	f1	4	CONFLICT	CDragonActionNapalmDef_TransferCDragonActionNapalmDefUAEXAAVCPersistCon_00452c94.cpp
CDragonActionNapalmDef	0x30	float	TimeBeforeAddOfMouthEffect	4	Field	f2	4	CONFLICT	CDragonActionNapalmDef_TransferCDragonActionNapalmDefUAEXAAVCPersistCon_00452c94.cpp
CDragonActionNapalmDef	0x34	float	TimeBeforeAddExplosion	4	Field	f3	4	CONFLICT	CDragonActionNapalmDef_TransferCDragonActionNapalmDefUAEXAAVCPersistCon_00452c94.cpp
CDrawMiniMap	0x100	CMiniMapDisplay	MiniMap	220	Sub	sub	4	CONTAINED	CDrawMiniMap_SetAsActive_00643e2e.cpp
CDrawMiniMap	0x18	unsigned char	_pad_0x18	4	unsigned char	f_18	1	RETAIL_ONLY	previous header
CDrawMiniMap	0x28	unsigned char	_pad_0x28	4	CMiniMapDisplay	disp	4	RETAIL_ONLY	CDrawMiniMap_SetRegion_0064dfde.cpp
CDrawMiniMap	0x28	unsigned char	_pad_0x28	4	CMiniMapDisplay	disp	4	RETAIL_ONLY	previous header
CDrawMiniMap	0xc	unsigned char	_pad_0x0c	4	char*	f_c	4	RETAIL_ONLY	CDrawMiniMap_SetRegion_0064dfde.cpp
CDrawMiniMap	0xc	unsigned char	_pad_0x0c	4	long	f_c	4	RETAIL_ONLY	previous header
CDrawMiniMap	0xe9	CMiniMapDisplay	MiniMap	220	char	active	1	CONTAINED	CDrawMiniMap_SetAsActive_00643e2e.cpp
CDrawQuickAccessIcons	0x3c	float	FullyChargedTime	4	int	f3c	4	CONFLICT	CDrawQuickAccessIcons_ToggleFlash_00643fe4.cpp
CDriveManager	0x4	CSystemManager*	SystemManager	4	void*	f4	4	AGREE	CDriveManager_Initialise_009e4ad0.cpp
CDrunkennessDef	0x28	float	DrunkennessThresholdMult	4	float	DrunkennessThresholdMult	4	AGREE	CDrunkennessDef_Transfer_004dc96f.cpp
CDrunkennessDef	0x28	float	DrunkennessThresholdMult	4	unsigned long	field28	4	CONFLICT	CDrunkennessDef_Copy_004e0f1b.cpp
CEditControlCentre	0x28c	CEditInputProcessManager	InputProcessManager	1784	unsigned char	flagB	1	CONTAINED	CEditControlCentre_GetCurrentMask_00c6a5d0.cpp
CEditControlCentre	0x294	CEditInputProcessManager	InputProcessManager	1784	unsigned char	flagA	1	CONTAINED	CEditControlCentre_GetCurrentMask_00c6a5d0.cpp
CEditTransactionBase	0x0	void*	__vftable	4	void*	m0	4	AGREE	CEditTransactionBase_ActionSetEngineTheme_009d52b0.cpp
CEditTransactionBase	0x4	EThemePaintType	PaintType	4	Target*	m4	4	CONTAINED	CEditTransactionBase_ActionSetEngineTheme_009d52b0.cpp
CEditTransactionBase	0x8			8	void*	m8	4	SIZE_CONFLICT	CEditTransactionBase_ActionSetEngineTheme_009d52b0.cpp
CEnemyDef	0x28	long	Faction	4	int	f28	4	AGREE	CEnemyDef_Copy_004e064e.cpp
CEngine	0x0	void*	__vftable	4	int	x	4	AGREE_KIND_SOFT	CEngine_PostChangeResolution_00b2aa30.cpp
CEngine	0x8	unsigned char	_pad_0x08	4	unsigned char	f	1	RETAIL_ONLY	previous header
CEngine	0xb1	double	InterpolatedWorldTime	8	unsigned char	flag_b1	1	CONFLICT	CEngine_OnPostDeviceReset_00b25d00.cpp
CEngine	0xb8	unsigned long	WorldFramesPerSecond	4	unsigned long	SceneRenderingFlags	4	AGREE	CEngine_Enable3DSceneRendering_00b23f90.cpp
CEngineDef	size			132	sizeof	GetSizeofClass	128	SIZE_CONFLICT	GetSizeofClass
CEngineInternalPrimitive2DMorphedAnimatedMesh	0x0	void*	__vftable	4	char	a	336	CONFLICT	CEngineInternalPrimitive2DMorphedAnimatedMesh_Update_00bd2d50.cpp
CEngineInternalPrimitive2DMorphedAnimatedMesh	0x150	unsigned char	_pad_0x150	4	S_00bd9820*	sub	4	RETAIL_ONLY	CEngineInternalPrimitive2DMorphedAnimatedMesh_GetMorphInfo_00bd9820.cpp
CEngineInternalPrimitive2DMorphedAnimatedMesh	0x150	unsigned char	_pad_0x150	4	Sub	sub	4	RETAIL_ONLY	CEngineInternalPrimitive2DMorphedAnimatedMesh_Update_00bd2d50.cpp
CEngineInternalPrimitive2DStaticMesh	0x108	float	WorldPos_X	4	C3DVector	m_worldPos	4	CONFLICT	CEngineInternalPrimitive2DStaticMesh_GetWorldPosition_00b9d040.cpp
CEngineInternalPrimitive2DStaticMesh	0x70	unsigned char	_pad_0x70	4	long	transform	4	RETAIL_ONLY	previous header
CEngineInternalPrimitive2DText	0x0	void*	__vftable	4	char	a	12	CONFLICT	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitive2DText	0x10	unsigned char	_pad_0x10	4	char	b	56	CONFLICT	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitive2DText	0x48	unsigned char	_pad_0x48	4	V	v48	4	RETAIL_ONLY	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitive2DText	0x4c	unsigned char	_pad_0x4c	4	char	c	4	RETAIL_ONLY	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitive2DText	0x50	unsigned char	_pad_0x50	4	Sub	sub60	4	RETAIL_ONLY	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitive2DText	0xc	unsigned char	_pad_0x0c	4	unsigned long	fc	4	RETAIL_ONLY	CEngineInternalPrimitive2DText_Update_00bc6860.cpp
CEngineInternalPrimitiveAnimatedMesh	0x194			300	x94	region	4	SIZE_CONFLICT	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameEnd_00bcea10.cpp
CEngineInternalPrimitiveAnimatedMesh	0x58	unsigned char	_pad_0x58	4	int	field58	4	RETAIL_ONLY	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameEnd_00bcea10.cpp
CEngineInternalPrimitiveAnimatedMesh	0x58	unsigned char	_pad_0x58	4	int	m58	4	RETAIL_ONLY	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameStart_00bce9f0.cpp
CEngineInternalPrimitiveAnimatedMesh	0x88	C3DPositionInterpolator	WorldPos	28	char	m88	28	CONFLICT	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameStart_00bce9f0.cpp
CEngineInternalPrimitiveAnimatedMesh	0x94	C3DPositionInterpolator	WorldPos	28	char	field94	256	CONFLICT	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameEnd_00bcea10.cpp
CEngineInternalPrimitiveAnimatedMesh	0xa4	C3DOrientationInterpolator	Orientation	52	char	mA4	28	CONTAINED	CEngineInternalPrimitiveAnimatedMesh_GetTransformFrameStart_00bce9f0.cpp
CEngineInternalPrimitiveAnimatedMesh	0xe0	CCache	Cache	16	S_00bd93c0*	sub	4	CONTAINED	CEngineInternalPrimitiveAnimatedMesh_PeekRenderInfoMeshBase_00bd93c0.cpp
CEngineInternalPrimitiveBase	0x14	float	FadeDistance_FadeBeginDistance	4	int	f14	4	CONFLICT	CEngineInternalPrimitiveBase_GetFadeDistance_00b3a990.cpp
CEngineInternalPrimitiveBase	0x18	float	FadeDistance_MaxDrawDistance	4	int	f18	4	CONFLICT	CEngineInternalPrimitiveBase_GetFadeDistance_00b3a990.cpp
CEngineInternalPrimitiveDecal	0x54	float	WorldPos_X	4	C3DVector	m_worldPosition	4	CONFLICT	CEngineInternalPrimitiveDecal_GetWorldPosition_00bbbb40.cpp
CEngineInternalPrimitiveGroup	0x50	CArray<CEnginePrimitiveHandle>	Primitives	16	CInner	inner	4	CONTAINED	CEngineInternalPrimitiveGroup_Update_00bc64d0.cpp
CEngineInternalPrimitiveGroup	0x5c	CArray<CEnginePrimitiveHandle>	Primitives	16	unsigned long	m_5c	4	CONTAINED	CEngineInternalPrimitiveGroup_Update_00bc64d0.cpp
CEngineInternalPrimitiveMeshBase	0x50	C3DMeshInfo*	MeshInfo	4	CEngineInternalPrimitiveMeshBase*	m_inner	4	AGREE	CEngineInternalPrimitiveMeshBase_CollectStats_00bec8b0.cpp
CEngineInternalPrimitiveMeshBase	0x54	C3DMeshInfo*	ShadowMeshInfo	4	float	m_scale	4	CONFLICT	CEngineInternalPrimitiveMeshBase_GetBoundingSphereRadiusWorldSpace_00ba8010.cpp
CEngineInternalPrimitiveMorphedAnimatedMesh	0x0	void*	__vftable	4	char	a	296	CONFLICT	CEngineInternalPrimitiveMorphedAnimatedMesh_Update_00bd2b70.cpp
CEngineInternalPrimitiveMorphedAnimatedMesh	0x128	unsigned char	_pad_0x128	4	S_00bd9a30*	sub	4	RETAIL_ONLY	CEngineInternalPrimitiveMorphedAnimatedMesh_GetMorphInfo_00bd9a30.cpp
CEngineInternalPrimitiveMorphedAnimatedMesh	0x128	unsigned char	_pad_0x128	4	Sub	sub	4	RETAIL_ONLY	CEngineInternalPrimitiveMorphedAnimatedMesh_Update_00bd2b70.cpp
CEngineInternalPrimitiveMorphedStaticMesh	0x0	void*	__vftable	4	char	a	12	CONFLICT	CEngineInternalPrimitiveMorphedStaticMesh_Update_00b9e570.cpp
CEngineInternalPrimitiveMorphedStaticMesh	0x10	unsigned char	_pad_0x10	4	char	b	156	CONFLICT	CEngineInternalPrimitiveMorphedStaticMesh_Update_00b9e570.cpp
CEngineInternalPrimitiveMorphedStaticMesh	0xac	CEngineInternalPrimitiveMorphInfo	Morph	72	Sub	sub	4	CONTAINED	CEngineInternalPrimitiveMorphedStaticMesh_Update_00b9e570.cpp
CEngineInternalPrimitiveMorphedStaticMesh	0xac	CEngineInternalPrimitiveMorphInfo	Morph	72	Sub_00baa370*	sub	4	CONTAINED	CEngineInternalPrimitiveMorphedStaticMesh_GetMorphInfo_00baa370.cpp
CEngineInternalPrimitiveMorphedStaticMesh	0xc	unsigned char	_pad_0x0c	4	unsigned long	fc	4	RETAIL_ONLY	CEngineInternalPrimitiveMorphedStaticMesh_Update_00b9e570.cpp
CEngineInternalPrimitiveOcclusionGroup	0x54	CEngineSceneGrid*	Grid	4	COcclusionInner*	f54	4	AGREE	CEngineInternalPrimitiveOcclusionGroup_GetBoundingBoxWorldSpace_00bacba0.cpp
CEngineInternalPrimitiveOcclusionGroup	0x58	unsigned long	GridX	4	int	f58	4	AGREE	CEngineInternalPrimitiveOcclusionGroup_GetBoundingBoxWorldSpace_00bacba0.cpp
CEngineInternalPrimitiveOcclusionGroup	0x5c	unsigned long	GridY	4	int	f5c	4	AGREE	CEngineInternalPrimitiveOcclusionGroup_GetBoundingBoxWorldSpace_00bacba0.cpp
CEngineInternalPrimitiveParticleDecal	0x0	void*	__vftable	4	char	a	12	CONFLICT	CEngineInternalPrimitiveParticleDecal_Update_00bb6ce0.cpp
CEngineInternalPrimitiveParticleDecal	0x10	unsigned char	_pad_0x10	4	char	b	56	CONFLICT	CEngineInternalPrimitiveParticleDecal_Update_00bb6ce0.cpp
CEngineInternalPrimitiveParticleDecal	0x48	float	WorldPos_X	4	C3DVector	m_pos	4	CONFLICT	CEngineInternalPrimitiveParticleDecal_GetWorldPosition_00bb6d50.cpp
CEngineInternalPrimitiveParticleDecal	0x48	float	WorldPos_X	4	V	v48	4	CONFLICT	CEngineInternalPrimitiveParticleDecal_Update_00bb6ce0.cpp
CEngineInternalPrimitiveParticleDecal	0x4c	float	WorldPos_Y	4	V6	blk64	4	CONFLICT	CEngineInternalPrimitiveParticleDecal_Update_00bb6ce0.cpp
CEngineInternalPrimitiveParticleDecal	0xc	unsigned char	_pad_0x0c	4	unsigned long	fc	4	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecal_Update_00bb6ce0.cpp
CEngineInternalPrimitiveParticleDecalGroup	0x0	void*	__vftable	4	char	a	12	CONFLICT	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0x10	unsigned char	_pad_0x10	4	char	b	156	CONFLICT	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0xac	unsigned char	_pad_0xac	4	unsigned long	fac	4	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0xb0	unsigned char	_pad_0xb0	4	unsigned short	fb0	2	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0xb2	unsigned char	_pad_0xb0	4	char	c	2	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0xb4	unsigned char	_pad_0xb4	4	unsigned char	fc0	1	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
CEngineInternalPrimitiveParticleDecalGroup	0xc	unsigned char	_pad_0x0c	4	unsigned long	fc	4	RETAIL_ONLY	CEngineInternalPrimitiveParticleDecalGroup_Update_00bb6d70.cpp
